Last_Read_Heat_Zone_0Avg,A_C3H4O2I_Avg,A_C2H2O3I_Avg,A_C2H4O3I_Avg,A_C3H2O3I_Avg,A_C3H4O3I_Avg,A_C2H2O4I_Avg,A_C2H4O4I_Avg,A_C4H2O3I_Avg,A_C4H4O3I_Avg,A_C4H6O3I_Avg,A_C3H4O4I_Avg,A_C2H2O5I_Avg,A_C5H4O3I_Avg,A_C4H2O4I_Avg,A_C5H6O3I_Avg,A_C4H4O4I_Avg,A_C4H6O4I_Avg,A_C3H4O5I_Avg,A_C2H3NO5I_Avg,A_C7H6O2I_Avg,A_C6H6O3I_Avg,A_C5H4O4I_Avg,A_C6H8O3I_Avg,A_C4H2O5I_Avg,A_C5H6O4I_Avg,A_C4H4O5I_Avg,A_C5H8O4I_Avg,A_C4H6O5I_Avg,A_C2H3NO6I_Avg,A_C7H6O3I_Avg,A_C6H5NO3I_Avg,A_C7H8O3I_Avg,A_C6H8O4I_Avg,A_C4H3NO5I_Avg,A_C5H5O5I_Avg,A_C5H6O5I_Avg,A_C4H4O6I_Avg,A_C5H8O5I_Avg,A_C3H3NO6I_Avg,A_C7H7NO3I_Avg,A_C7H6O4I_Avg,A_C6H5NO4I_Avg,A_C7H8O4I_Avg,A_C6H6O5I_Avg,A_C7H10O4I_Avg,A_C5H5NO5I_Avg,A_C6H8IO5_Avg,A_C4H3NO6I_Avg,A_C5H7INO5_Avg,A_C5H6O6I_Avg,A_C6H10IO5_Avg,A_C3H3NO7I_Avg,A_C7H7NO4I_Avg,A_C7H8O5I_Avg,A_C6H7NO5I_Avg,A_C7H10O5I_Avg,A_C5H5NO6I_Avg,A_C6H8IO6_Avg,A_C5H8IN2O5_Avg,A_C4H3NO7I_Avg,A_C6H10IO6_Avg,A_C4H5NO7I_Avg,A_C5H8O7I_Avg,A_C7H5NO5I_Avg,A_C7H8O6I_Avg,A_C6H7NO6I_Avg,A_C7H10O6I_Avg,A_C6H9INO6_Avg,A_C5H8IN2O6_Avg,A_C7H12IO6_Avg,A_C5H7NO7I_Avg,A_C5H10IN2O6_Avg,A_C7H6N2O5I_Avg,A_C6H5NO7I_Avg,A_C7H9NO6I_Avg,A_C7H8IO7_Avg,A_C6H7INO7_Avg,A_C7H10IO7_Avg,A_C5H5NO8I_Avg,A_C6H9INO7_Avg,A_C7H7NO7I_Avg,A_C7H9NO7I_Avg,A_C7H11INO7_Avg,A_C7H7NO8I_Avg,A_C7H10IN2O7_Avg,A_C7H9NO8I_Avg,A_C5H10IN2O9_Avg,A_C7H10IN2O8_Avg,A_C7H9NO9I_Avg,A_C6H6N2O10I_Avg,A_C7H8N2O10I_Avg,A_C7H8N2O11I_Avg,A_C6H5N3O12I_Avg,A_C7H7N3O12I_Avg
61.419994,1.79E-05,0.0018216,0.002432746,0.000148698,0.000801943,0.002892183,0.000154642,1.44E-05,0.000374525,0.000267904,0.004942223,2.85E-06,6.51E-05,0.003771407,0,0.00306368,0.002191645,0.002229862,8.87E-05,4.35E-05,8.18E-05,0.001332458,0.000135778,0.000403238,0.001936065,0.002583783,0.001795476,0.004683928,0,2.50E-05,0.000152289,0.000122916,0.002335568,3.36E-05,0,0.00496315,0.000376534,0.006177129,0,0.00024311,0.00045835,2.18E-05,0.002003077,0.003581256,0.001444122,0,0.008241674,0,0.000576653,0.002238536,0.005453273,0,5.02E-05,0.00430048,0.000248058,0.013636691,0,0.004739233,0.003465567,0,0.003974532,0,0.000189959,9.23E-06,0.010420189,0.000214859,0.015934078,0.000882087,0.00158986,0.001817776,6.46E-05,0.000161973,6.22E-05,3.89E-05,0.000174227,0.003953625,0.000327166,0.004202618,0,0.000345466,5.70E-05,0.000152613,0.000131949,2.01E-05,0.000298535,0.00010271,9.25E-05,6.59E-05,3.82E-05,1.07E-05,6.07E-05,1.08E-05,4.60E-06,1.24E-07
63.164288,1.97E-05,0.001889297,0.002608175,0.000158651,0.000909352,0.003170206,0.000160629,1.24E-05,0.000390637,0.000298846,0.005302722,1.75E-07,6.81E-05,0.003802551,3.03E-06,0.003369964,0.002327364,0.002481967,0.000107007,4.72E-05,0.000102869,0.001458865,0.000140409,0.000452409,0.002154837,0.002834119,0.001954618,0.005273923,1.83E-06,1.68E-05,0.000139086,0.00011907,0.002492341,3.15E-05,0,0.005453445,0.000401751,0.006840486,0,0.000243272,0.000454775,2.46E-05,0.002090504,0.003950147,0.001555504,0,0.009079386,0,0.000621962,0.002474543,0.005888667,0,4.65E-05,0.00460604,0.000197204,0.014328084,0,0.005380672,0.004162602,0,0.004482874,0,0.000215826,1.22E-05,0.01149744,0.000253565,0.017578594,0.000940927,0.001690269,0.002061844,0,0.00016139,7.97E-05,4.38E-05,0.000176621,0.004268742,0.000319635,0.004626188,0,0.000369274,6.07E-05,0.000164665,0.000121372,1.65E-05,0.00033074,0.00011085,0.000107267,7.33E-05,4.02E-05,1.06E-05,5.29E-05,1.32E-05,6.96E-06,7.26E-07
64.822861,1.53E-05,0.001899404,0.002738721,0.000161782,0.00095494,0.003386798,0.000162428,2.04E-05,0.000415696,0.00031467,0.005545782,1.17E-06,7.66E-05,0.003833532,3.99E-05,0.003589151,0.002396714,0.00274592,0.0001251,4.93E-05,0.000102326,0.001535671,0.000139423,0.000490957,0.002261664,0.003062066,0.002042717,0.005773298,0,2.84E-05,0.000163624,0.000121738,0.002640473,4.74E-05,0,0.005819744,0.000516626,0.007395377,0,0.000239013,0.000458951,1.77E-05,0.002178367,0.004271886,0.001567019,0,0.009714779,0,0.000683245,0.002707352,0.006458879,0,5.28E-05,0.00482155,0.000254863,0.014837208,0,0.005787917,0.004511639,0,0.004941883,0,0.000206386,1.06E-05,0.012383051,0.000276791,0.019079858,0.001013522,0.001989315,0.00232238,0,0.000153369,7.45E-05,4.55E-05,0.000188432,0.004521367,0.000335273,0.005040619,0,0.000401595,6.39E-05,0.000173114,0.000151735,1.68E-05,0.000314271,0.000114602,0.000106094,7.75E-05,4.25E-05,1.08E-05,5.69E-05,1.03E-05,6.61E-06,4.45E-07
66.515717,1.36E-05,0.001928765,0.002710419,0.000164746,0.000978165,0.003565015,0.000167087,1.58E-05,0.000403189,0.000303826,0.005689747,1.09E-06,8.27E-05,0.003869382,5.94E-06,0.00380697,0.002369636,0.002945005,0.00012206,4.84E-05,0.000125651,0.001623751,0.000119878,0.000551494,0.002382845,0.003220853,0.002077342,0.006272452,0,1.29E-05,0.00014654,0.000128973,0.002749057,4.88E-05,0,0.006166453,0.000669386,0.007872152,0,0.000232838,0.000461152,3.20E-05,0.00211509,0.004568854,0.001559237,0,0.010218043,0,0.000681823,0.002946159,0.006802081,0,5.38E-05,0.005027987,0.000243058,0.015093601,0,0.006341467,0.00461631,0,0.00531856,0,0.000232932,1.21E-05,0.013086746,0.000367157,0.02033622,0.001082309,0.002063255,0.002602217,0,0.000187432,7.27E-05,4.96E-05,0.000183921,0.004815771,0.000366391,0.005400848,0,0.000433778,7.24E-05,0.000186732,0.000174934,1.88E-05,0.000375445,0.000122004,0.000112253,7.97E-05,4.60E-05,1.30E-05,6.46E-05,1.01E-05,2.05E-06,7.09E-07
68.087143,1.75E-05,0.0018874,0.002691972,0.000165648,0.000998737,0.003678556,0.000164642,1.68E-05,0.000384483,0.000308159,0.005715563,3.32E-06,8.76E-05,0.0038755,0,0.00391306,0.002467044,0.003120981,0.000124285,5.04E-05,0.000127265,0.001688143,0.000120334,0.000573572,0.002472037,0.003370565,0.002035986,0.006589228,0,3.41E-05,0.000140084,0.000127292,0.002627487,4.02E-05,4.48E-05,0.006342224,0.000778978,0.008202326,0,0.000222077,0.000429675,3.52E-05,0.002143678,0.0047915,0.001525711,0,0.010665921,0,0.000737528,0.003142858,0.007080596,0,4.78E-05,0.005168678,0.000232672,0.015150297,0,0.006715663,0.004524263,0,0.005689468,0,0.000240872,1.28E-05,0.013601795,0.000418743,0.02135691,0.001136587,0.002257665,0.002806547,0,0.000153377,8.78E-05,4.55E-05,0.000196854,0.00497733,0.000355051,0.00567676,0,0.000459861,7.62E-05,0.000186787,0.000165471,1.91E-05,0.000363276,0.000122242,0.000106579,7.96E-05,4.88E-05,1.28E-05,6.31E-05,1.18E-05,4.24E-06,1.30E-07
69.615715,8.73E-06,0.001857262,0.002638466,0.000160152,0.001013357,0.003754765,0.000164155,2.08E-05,0.00038651,0.000316483,0.005712388,1.97E-06,8.46E-05,0.003924456,0,0.004020758,0.002450148,0.003232216,0.000133522,5.07E-05,0.000130132,0.001732337,0.000139617,0.000618686,0.002554999,0.003427061,0.002155869,0.00687711,0,2.53E-05,0.000143712,0.000124598,0.00267823,6.08E-05,0,0.00649436,0.00079162,0.008485685,0,0.000211148,0.000453899,4.07E-05,0.002220182,0.0049769,0.001564827,0,0.010964075,0,0.00073055,0.003314458,0.007273799,0,6.23E-05,0.005293219,0.000235947,0.015217188,0,0.006798478,0.00517807,0,0.006154894,0,0.00025646,1.07E-05,0.014057185,0.00044384,0.022416303,0.001181468,0.002379998,0.003062764,0,0.000203997,7.75E-05,4.71E-05,0.000209322,0.005161468,0.000383728,0.005946131,0,0.000476968,7.45E-05,0.000190805,0.000152018,2.23E-05,0.000366552,0.000123515,0.000120037,9.08E-05,5.20E-05,1.38E-05,5.57E-05,1.25E-05,2.98E-06,1.90E-07
70.921432,1.10E-05,0.001832962,0.002556593,0.000161617,0.001030303,0.003783109,0.00015501,1.57E-05,0.000384041,0.00033734,0.005587177,1.53E-06,7.52E-05,0.003935062,0,0.004096736,0.002416219,0.003288334,0.000130115,5.21E-05,0.000135815,0.001749853,0.000175722,0.000620467,0.002610941,0.003449492,0.002164824,0.007080067,0,3.82E-05,0.00013638,0.000117503,0.002693769,2.54E-05,0,0.006558671,0.000762701,0.008689377,0,0.000195182,0.000469552,1.35E-05,0.002169006,0.005096087,0.001586722,0,0.011240322,0,0.000761407,0.003426118,0.007629156,0,6.20E-05,0.005375765,0.000259239,0.01514018,0,0.006970453,0.005401943,0,0.006558163,0,0.000290225,1.58E-05,0.014572234,0.000439539,0.023369057,0.001210035,0.002332748,0.003358407,0,0.000227907,8.96E-05,4.45E-05,0.000216734,0.005289195,0.00038161,0.006156534,0,0.000474345,8.44E-05,0.000197156,0.000199869,1.78E-05,0.000380645,0.00012974,0.000117324,9.01E-05,4.95E-05,1.26E-05,5.75E-05,9.59E-06,3.99E-06,3.96E-07
72.294289,1.29E-05,0.001792891,0.002415816,0.000158186,0.001004332,0.003789628,0.000165762,1.31E-05,0.000368922,0.0003049,0.005581459,3.22E-06,7.08E-05,0.003910515,5.37E-05,0.00413757,0.002359996,0.003310649,0.000144102,5.04E-05,0.000149175,0.001785615,0.000168324,0.000645971,0.002633931,0.003435705,0.002187015,0.007169745,0,3.63E-05,0.000123935,0.000110747,0.002779477,3.52E-05,7.11E-05,0.006570665,0.000865357,0.008728752,0,0.000191864,0.000427835,3.33E-05,0.002128083,0.005196838,0.001636074,0,0.011331563,0,0.000757249,0.003485746,0.007781846,0,6.37E-05,0.005383292,0.000336474,0.014971618,0,0.00727336,0.005723336,0,0.006895516,0,0.000289841,1.04E-05,0.01480658,0.000470335,0.023909789,0.001233392,0.002344295,0.003546079,0,0.000241819,8.14E-05,4.77E-05,0.000203079,0.005373247,0.000375755,0.006343708,0,0.00050263,7.57E-05,0.000200026,0.000213324,1.82E-05,0.000414525,0.000128785,0.000127427,9.69E-05,4.81E-05,1.24E-05,5.32E-05,8.58E-06,4.07E-06,7.90E-08
73.594292,1.53E-05,0.001729467,0.002352731,0.000160365,0.001009229,0.003754306,0.000134497,1.86E-05,0.000364528,0.000308414,0.005494128,1.64E-06,8.83E-05,0.003913272,1.20E-05,0.004138587,0.002338951,0.003311437,0.000130777,5.45E-05,0.000146559,0.001788732,0.000175996,0.000686857,0.002649034,0.003441813,0.002171746,0.007278296,0,3.71E-05,0.000141894,0.000108502,0.002742022,6.18E-05,8.69E-06,0.00653934,0.001017926,0.008786911,0,0.000184863,0.00042617,3.80E-05,0.002147549,0.005323632,0.00160676,0,0.011637108,0,0.000754671,0.003608498,0.007738146,0,5.41E-05,0.005429837,0.000281094,0.014813486,0,0.007199473,0.005663484,0,0.007238086,0,0.000309578,1.61E-05,0.01513653,0.000502068,0.024777008,0.001257353,0.002517005,0.003800899,0,0.000265492,8.95E-05,5.39E-05,0.000195571,0.005474456,0.000432902,0.006499024,0,0.000503899,9.03E-05,0.000202997,0.00020598,1.67E-05,0.000447861,0.000130576,0.000127662,0.000101152,5.09E-05,1.40E-05,5.84E-05,1.08E-05,5.97E-06,5.34E-07
74.734291,1.59E-05,0.001724817,0.002240489,0.000157785,0.000994922,0.003770696,0.000148403,1.75E-05,0.000352905,0.000285344,0.005391448,2.39E-06,8.50E-05,0.003946285,0,0.004197814,0.002269741,0.003323869,0.000139096,4.91E-05,0.000149476,0.001826805,0.000184518,0.000704693,0.002688535,0.003465769,0.002186403,0.007373921,0,3.35E-05,0.000114349,0.000117827,0.002769283,5.25E-05,1.81E-05,0.006574522,0.001036081,0.008882047,0,0.000174411,0.000438785,3.37E-05,0.002157024,0.005488283,0.001654388,0,0.011653772,0,0.000774162,0.003716122,0.008045601,0,6.68E-05,0.005496709,0.00028068,0.014728983,0,0.007592472,0.00577261,0,0.007673779,0,0.000303282,1.17E-05,0.015499744,0.000491755,0.025415124,0.001295287,0.002593252,0.004028884,0,0.000254462,9.91E-05,5.18E-05,0.000222315,0.00563051,0.000409461,0.006739206,0,0.000527327,8.42E-05,0.000210271,0.00021844,2.32E-05,0.00045507,0.000131978,0.000131593,0.000112896,5.00E-05,1.26E-05,5.07E-05,6.39E-06,2.05E-06,0
75.947144,1.24E-05,0.001707309,0.002168255,0.000155186,0.000968407,0.003807775,0.00014158,1.46E-05,0.000343651,0.000291209,0.005325025,0,8.59E-05,0.003938799,4.84E-05,0.004257329,0.00228178,0.003397296,0.000140672,5.29E-05,0.000140203,0.001855231,0.000199861,0.000736656,0.002813042,0.003486058,0.002205741,0.007492864,0,3.89E-05,0.000118381,0.000116225,0.002799507,3.96E-05,0,0.006611017,0.000958549,0.009064092,0,0.000173684,0.000447114,3.84E-05,0.002191572,0.005623972,0.001753325,0,0.011822542,0,0.000787641,0.003888529,0.008178236,0,7.21E-05,0.005617566,0.000292478,0.014804013,0,0.007643732,0.006521746,0,0.008055551,0,0.00036525,1.57E-05,0.015911184,0.00054837,0.02629911,0.001309473,0.002577025,0.004334549,0,0.000325607,0.000104152,4.92E-05,0.000227378,0.005787773,0.000424637,0.007006157,0,0.000547368,8.61E-05,0.000209208,0.000196803,2.27E-05,0.000461131,0.00013678,0.000130301,0.000118058,5.05E-05,1.15E-05,5.49E-05,6.56E-06,1.52E-06,5.96E-07
77.114281,7.97E-06,0.001693258,0.002074294,0.000161773,0.000945884,0.003782128,0.00014571,8.97E-06,0.000331159,0.000296575,0.005212846,3.87E-07,7.89E-05,0.003964741,6.06E-05,0.004312479,0.002293587,0.003452039,0.000149447,4.90E-05,0.00016541,0.001894937,0.000230425,0.00074724,0.002792084,0.003536141,0.002199011,0.007650012,0,4.13E-05,0.000118689,0.00011182,0.002759502,4.80E-05,7.41E-05,0.006665733,0.000978903,0.009284507,0,0.000161104,0.00044154,4.65E-05,0.002217092,0.005836003,0.001708649,0,0.012079035,0,0.000801779,0.004007427,0.008446557,0,7.21E-05,0.005768219,0.000270208,0.014974161,0,0.007552422,0.00711445,0,0.00851752,0,0.000353896,1.11E-05,0.016333284,0.000555166,0.027153067,0.001360629,0.002636864,0.00466224,0,0.000359183,0.000104146,5.05E-05,0.000218689,0.005988685,0.000415413,0.007337389,0,0.00056752,8.96E-05,0.00021794,0.000224427,1.97E-05,0.000519204,0.000138853,0.000150537,0.000122674,5.63E-05,9.33E-06,5.53E-05,6.55E-06,6.41E-06,6.09E-07
78.318565,8.64E-06,0.001705162,0.001978154,0.000164301,0.000942085,0.003836864,0.000142867,9.55E-06,0.000347827,0.000281846,0.00523097,6.24E-07,8.03E-05,0.004001875,0,0.00445281,0.002253303,0.003491363,0.000148627,5.45E-05,0.000160011,0.001946851,0.000174327,0.000829035,0.00285279,0.003621425,0.002322536,0.007865251,0,4.16E-05,0.000119232,0.000118548,0.0027419,4.75E-05,2.96E-05,0.00685644,0.001097422,0.00948444,0,0.000161053,0.000446768,3.25E-05,0.002211051,0.006104815,0.001736765,0,0.012280001,0,0.000812646,0.004334524,0.008487607,0,7.29E-05,0.005935717,0.00033932,0.015103133,0,0.008021911,0.007150212,0,0.009023002,0,0.000370559,1.38E-05,0.016875455,0.000574972,0.028101791,0.001418848,0.002761351,0.005020456,0,0.00036215,0.00011155,5.49E-05,0.000216505,0.006262151,0.000418703,0.007728652,0,0.000578957,9.65E-05,0.000227462,0.000243476,1.71E-05,0.000538831,0.000144746,0.000144908,0.00012787,5.79E-05,1.19E-05,5.45E-05,8.10E-06,3.47E-06,6.44E-07
79.564285,1.63E-05,0.001708068,0.001847461,0.000161737,0.00091658,0.003806912,0.000122575,1.53E-05,0.00033235,0.000279635,0.005197096,1.06E-06,8.94E-05,0.003997584,5.89E-05,0.004515557,0.00231184,0.003549298,0.000141897,5.57E-05,0.000171805,0.002001906,0.000237153,0.00087971,0.00295033,0.003649173,0.002233647,0.008042825,0,4.69E-05,0.000114087,0.000113314,0.002748739,6.17E-05,0,0.006929134,0.001182008,0.009764772,0,0.000157103,0.000463943,4.43E-05,0.002238464,0.00637172,0.001687906,0,0.012675805,0,0.000846153,0.00446543,0.008774745,0,7.95E-05,0.006151479,0.000307646,0.015407999,0,0.008277115,0.007657426,0,0.009584683,0,0.000407469,1.34E-05,0.017488167,0.00058396,0.029175092,0.001474472,0.00281993,0.005500339,0,0.000404016,0.000112323,6.26E-05,0.000236347,0.006560982,0.000456178,0.008131116,0,0.000606473,0.000100964,0.000235281,0.000275678,1.68E-05,0.000591381,0.000150046,0.000160457,0.00013915,6.07E-05,1.14E-05,5.89E-05,9.50E-06,7.07E-06,5.92E-07
80.858574,1.07E-05,0.001707642,0.001794479,0.000170478,0.000904227,0.003788288,0.000150131,1.94E-05,0.00036233,0.000286151,0.005172842,1.74E-06,9.34E-05,0.004010064,0.000112569,0.004619112,0.002343192,0.003629812,0.000140396,5.51E-05,0.000178913,0.002058017,0.000241048,0.00090512,0.003061885,0.003708729,0.002388082,0.008282199,0,4.48E-05,0.000121906,0.000113411,0.002981965,4.94E-05,0,0.007085755,0.001101322,0.010092532,0,0.000159258,0.000457852,4.83E-05,0.002294246,0.006690453,0.001882652,0,0.013031843,0,0.000855343,0.004678019,0.00923851,0,7.76E-05,0.006434233,0.000308846,0.015794918,0,0.008490993,0.008324613,0,0.010256884,0,0.000479524,1.55E-05,0.018342962,0.000601792,0.030591032,0.001533289,0.002750244,0.005989517,0,0.000481704,0.00012361,6.74E-05,0.000232586,0.006902591,0.000487158,0.008635886,0,0.000647886,9.63E-05,0.000243078,0.000261497,1.88E-05,0.000668048,0.000157587,0.000170558,0.000151483,6.51E-05,9.50E-06,4.53E-05,1.08E-05,3.79E-06,1.61E-08
82.22715,7.93E-06,0.001707783,0.001770703,0.00017042,0.00091755,0.003773045,0.000145955,1.83E-05,0.000361843,0.000248256,0.005179046,7.32E-07,9.30E-05,0.0040488,0.000125284,0.00470777,0.00229719,0.00366702,0.000141251,5.42E-05,0.000191316,0.002098888,0.000297144,0.000978255,0.003092801,0.003784198,0.002357752,0.008510738,0,3.89E-05,8.57E-05,0.000123281,0.002964714,4.93E-05,0,0.007243534,0.00128652,0.010306244,0,0.000154269,0.000448493,4.94E-05,0.002397577,0.00695884,0.002013639,0,0.013434282,0,0.000877394,0.004965524,0.009372626,0,8.68E-05,0.006680274,0.000314836,0.016057204,0,0.008984183,0.008148766,0,0.010992236,0,0.000484911,1.29E-05,0.019194573,0.000666124,0.03200803,0.001591925,0.003031425,0.006476456,0,0.000584104,0.000120224,7.00E-05,0.000242214,0.007256467,0.000491407,0.009162555,0,0.000673952,0.000115512,0.000257045,0.000319985,1.36E-05,0.000621903,0.000165153,0.000187081,0.000160035,6.55E-05,1.25E-05,3.40E-05,7.63E-06,3.57E-06,4.56E-07
83.632866,8.80E-06,0.001705368,0.001664136,0.000173494,0.000877219,0.003675252,0.000137609,2.04E-05,0.000340695,0.000230861,0.005100815,0,9.63E-05,0.004056818,0.000108814,0.004771351,0.002325783,0.003694651,0.000163144,5.62E-05,0.000182609,0.00213517,0.000267983,0.001007934,0.003165479,0.003858286,0.002344104,0.00867811,0,4.43E-05,9.85E-05,0.000130616,0.002915541,5.99E-05,0,0.007326822,0.001614343,0.010452576,0,0.000153868,0.000478569,3.96E-05,0.002442677,0.007313731,0.00184553,0,0.01373114,0,0.00090769,0.005201336,0.009601685,0,8.87E-05,0.006905306,0.000494272,0.016285449,0,0.009098579,0.008770673,0,0.011631027,0,0.000516058,1.95E-05,0.019964974,0.000678667,0.033302341,0.001651698,0.003430026,0.006983148,0,0.000624776,0.000138671,7.61E-05,0.000263554,0.007588571,0.00049796,0.009638943,0,0.00071254,0.000104661,0.000261563,0.000313787,1.96E-05,0.000707405,0.000171646,0.000193336,0.000175427,7.53E-05,1.11E-05,5.24E-05,5.47E-06,4.78E-06,2.72E-07
85.037148,1.10E-05,0.001682605,0.001610147,0.000178085,0.000844014,0.003598542,0.000141704,1.90E-05,0.000363131,0.000219926,0.005054711,1.13E-06,9.53E-05,0.004102324,6.56E-05,0.004766934,0.002299539,0.003638492,0.000138931,5.80E-05,0.000212057,0.002099581,0.000202422,0.001085136,0.003150413,0.003815536,0.002328573,0.008761844,1.21E-07,4.57E-05,0.00010869,0.000128817,0.002781786,5.79E-05,8.39E-05,0.00734715,0.001778768,0.010466629,0,0.000150331,0.000509135,3.95E-05,0.00240124,0.007521296,0.001787986,0,0.013959037,0,0.000936158,0.005401128,0.009591333,0,8.92E-05,0.007133685,0.000351502,0.016354095,0,0.009476014,0.008448461,0,0.01217715,0,0.000384504,1.69E-05,0.020656988,0.000701106,0.034279451,0.001692304,0.003843057,0.007385873,0,0.000626953,0.000133725,6.38E-05,0.000275878,0.007893609,0.000533932,0.010088362,0,0.000744939,0.000114222,0.000267109,0.000310459,2.93E-05,0.000753094,0.000179387,0.000218047,0.000184906,7.38E-05,9.61E-06,5.05E-05,6.24E-06,3.80E-06,0
86.530006,8.11E-06,0.001650698,0.001532987,0.000185308,0.00083176,0.003452644,0.000135544,1.94E-05,0.000357996,0.000213351,0.004923586,0,8.51E-05,0.00408583,3.09E-05,0.004776826,0.00229971,0.003569964,0.000139274,5.64E-05,0.000211964,0.002116443,0.000170294,0.001146762,0.00315858,0.003807069,0.002257584,0.008780245,0,4.71E-05,9.49E-05,0.000130181,0.002834072,6.29E-05,0,0.007319593,0.002053287,0.010490822,0,0.000152177,0.000500064,4.78E-05,0.002436149,0.007706314,0.001750267,0,0.014137994,0,0.000923166,0.005558502,0.009477822,0,8.08E-05,0.007336834,0.000433984,0.016387593,0,0.009662475,0.008037941,0,0.012686654,0,0.000435716,1.84E-05,0.021251526,0.000753301,0.035207469,0.001734777,0.004058481,0.007783371,0,0.00071275,0.000154941,9.01E-05,0.000246719,0.008170131,0.000618165,0.010515979,0,0.000743137,0.000125908,0.000278946,0.000332418,2.41E-05,0.000799418,0.000187789,0.000216128,0.000201425,7.88E-05,9.02E-06,4.81E-05,6.29E-06,6.16E-06,3.49E-07
88.032852,1.47E-05,0.001630857,0.001470991,0.000182465,0.000812469,0.003293369,0.000137053,1.36E-05,0.000360098,0.000191442,0.004781094,3.24E-06,9.78E-05,0.004106519,0,0.004680422,0.002219118,0.003494324,0.000124958,6.16E-05,0.000188394,0.002083507,0.000178552,0.001181743,0.003082001,0.003754556,0.00212994,0.008726574,0,5.08E-05,0.000109074,0.000128083,0.002665728,7.51E-05,1.30E-05,0.007246201,0.002083255,0.010324121,0,0.000138125,0.000479823,4.86E-05,0.002329922,0.007797523,0.001600115,0,0.013981794,0,0.000941361,0.005708346,0.009448071,0,9.97E-05,0.007411969,0.00050525,0.016232083,0,0.009791449,0.007745055,0,0.012994644,0,0.000441693,1.82E-05,0.021473123,0.000720955,0.035720702,0.001751736,0.004596188,0.008127536,0,0.000802531,0.000162538,8.48E-05,0.000304999,0.008385118,0.000622047,0.010807325,0,0.00075848,0.000120388,0.00028301,0.000356928,2.73E-05,0.000826595,0.000183272,0.000222416,0.000209795,7.54E-05,1.50E-05,4.29E-05,6.31E-06,3.68E-06,1.74E-07
89.548569,1.14E-05,0.001581816,0.001405844,0.000185132,0.000793817,0.003170413,0.000121664,1.20E-05,0.000329681,0.000179462,0.004612154,6.68E-07,8.90E-05,0.004103816,0,0.004632125,0.002104101,0.003340636,0.000132661,5.42E-05,0.000206948,0.002011287,0.000207829,0.001173246,0.003083697,0.003660912,0.002054129,0.008630319,0,4.71E-05,0.000122669,0.000138924,0.002584113,5.97E-05,0.000106372,0.007098693,0.002286142,0.010117723,0,0.000138237,0.000502344,4.23E-05,0.002232134,0.007780829,0.001545246,0,0.013865952,0,0.000939964,0.005726106,0.009158518,0,9.57E-05,0.007521733,0.000450236,0.016170699,0,0.009556821,0.007461528,0,0.013087647,0,0.000448504,1.55E-05,0.021580217,0.000727579,0.035959262,0.001759939,0.004430763,0.00858911,0,0.00089463,0.00015806,8.48E-05,0.000275269,0.008570156,0.000589883,0.011067567,0,0.000758498,0.000137682,0.000286946,0.000353974,2.55E-05,0.000820831,0.000189951,0.000234392,0.000220117,7.65E-05,1.06E-05,4.91E-05,5.92E-06,5.76E-06,2.96E-07
90.92572,4.92E-06,0.00156468,0.001324482,0.000190571,0.000752611,0.003006422,0.000120261,1.12E-05,0.000328239,0.000179836,0.004405006,0,8.68E-05,0.004133667,2.79E-05,0.004531865,0.002054293,0.003189918,0.000122728,5.73E-05,0.000208162,0.001987531,0.00023324,0.001218249,0.002906587,0.003571736,0.002119494,0.008472024,0,5.02E-05,9.72E-05,0.000132093,0.002613797,6.68E-05,8.28E-06,0.006938201,0.001984533,0.009793109,0,0.000137997,0.000523863,4.58E-05,0.002283172,0.007787992,0.001654755,0,0.013612972,0,0.000895621,0.005770762,0.009304466,0,0.000106113,0.007510852,0.000418145,0.015780294,0,0.009606347,0.008638768,0,0.013256816,0,0.000456722,1.31E-05,0.0215759,0.000773707,0.036307115,0.001775536,0.004197772,0.008741581,0,0.000924357,0.000162026,9.10E-05,0.000264775,0.008620942,0.000561544,0.011215629,0,0.000770754,0.000134521,0.000286694,0.000350838,1.98E-05,0.000931977,0.000190646,0.000250012,0.000226193,8.09E-05,9.12E-06,5.00E-05,7.79E-06,3.81E-06,0
92.471428,5.54E-06,0.001520652,0.001250045,0.000188665,0.000710486,0.002858295,0.000122016,1.10E-05,0.000335976,0.000164953,0.004153935,5.03E-06,8.69E-05,0.004125512,4.93E-05,0.004411202,0.002001455,0.003047236,0.000126632,4.80E-05,0.000202373,0.001931188,0.000148792,0.001236598,0.002831642,0.003460444,0.001982294,0.008241249,0,5.39E-05,0.000103374,0.000138077,0.002524896,4.52E-05,0.000132697,0.006729372,0.001868989,0.009438023,0,0.000133634,0.000479348,4.96E-05,0.002270207,0.007714216,0.001578311,0,0.013308383,0,0.000907539,0.005754654,0.008922099,0,9.71E-05,0.007497682,0.000399532,0.015440274,0,0.009449872,0.008610863,0,0.013156701,0,0.00045816,2.21E-05,0.021548655,0.000727648,0.035936724,0.001750672,0.004206041,0.008912196,0,0.000995411,0.000163766,8.72E-05,0.000290303,0.008672792,0.000591837,0.01126022,0,0.000784047,0.000129765,0.000286913,0.00037915,2.51E-05,0.000870982,0.000196669,0.00024333,0.00023189,8.25E-05,9.56E-06,4.26E-05,5.69E-06,3.91E-06,0
