Last_Read_Heat_Zone_0Avg,A_C3H4O2I_Avg,A_C2H2O3I_Avg,A_C2H4O3I_Avg,A_C3H2O3I_Avg,A_C3H4O3I_Avg,A_C2H2O4I_Avg,A_C2H4O4I_Avg,A_C4H2O3I_Avg,A_C4H4O3I_Avg,A_C4H6O3I_Avg,A_C3H4O4I_Avg,A_C2H2O5I_Avg,A_C5H4O3I_Avg,A_C4H2O4I_Avg,A_C5H6O3I_Avg,A_C4H4O4I_Avg,A_C4H6O4I_Avg,A_C3H4O5I_Avg,A_C2H3NO5I_Avg,A_C7H6O2I_Avg,A_C6H6O3I_Avg,A_C5H4O4I_Avg,A_C6H8O3I_Avg,A_C4H2O5I_Avg,A_C5H6O4I_Avg,A_C4H4O5I_Avg,A_C5H8O4I_Avg,A_C4H6O5I_Avg,A_C2H3NO6I_Avg,A_C7H6O3I_Avg,A_C6H5NO3I_Avg,A_C7H8O3I_Avg,A_C6H8O4I_Avg,A_C4H3NO5I_Avg,A_C5H5O5I_Avg,A_C5H6O5I_Avg,A_C4H4O6I_Avg,A_C5H8O5I_Avg,A_C3H3NO6I_Avg,A_C7H7NO3I_Avg,A_C7H6O4I_Avg,A_C6H5NO4I_Avg,A_C7H8O4I_Avg,A_C6H6O5I_Avg,A_C7H10O4I_Avg,A_C5H5NO5I_Avg,A_C6H8IO5_Avg,A_C4H3NO6I_Avg,A_C5H7INO5_Avg,A_C5H6O6I_Avg,A_C6H10IO5_Avg,A_C3H3NO7I_Avg,A_C7H7NO4I_Avg,A_C7H8O5I_Avg,A_C6H7NO5I_Avg,A_C7H10O5I_Avg,A_C5H5NO6I_Avg,A_C6H8IO6_Avg,A_C5H8IN2O5_Avg,A_C4H3NO7I_Avg,A_C6H10IO6_Avg,A_C4H5NO7I_Avg,A_C5H8O7I_Avg,A_C7H5NO5I_Avg,A_C7H8O6I_Avg,A_C6H7NO6I_Avg,A_C7H10O6I_Avg,A_C6H9INO6_Avg,A_C5H8IN2O6_Avg,A_C7H12IO6_Avg,A_C5H7NO7I_Avg,A_C5H10IN2O6_Avg,A_C7H6N2O5I_Avg,A_C6H5NO7I_Avg,A_C7H9NO6I_Avg,A_C7H8IO7_Avg,A_C6H7INO7_Avg,A_C7H10IO7_Avg,A_C5H5NO8I_Avg,A_C6H9INO7_Avg,A_C7H7NO7I_Avg,A_C7H9NO7I_Avg,A_C7H11INO7_Avg,A_C7H7NO8I_Avg,A_C7H10IN2O7_Avg,A_C7H9NO8I_Avg,A_C5H10IN2O9_Avg,A_C7H10IN2O8_Avg,A_C7H9NO9I_Avg,A_C6H6N2O10I_Avg,A_C7H8N2O10I_Avg,A_C7H8N2O11I_Avg,A_C6H5N3O12I_Avg,A_C7H7N3O12I_Avg
30.521427,5.18E-06,0.000542515,0.000309998,5.64E-05,0.000100757,0.000487324,3.62E-05,6.17E-06,0.000123589,5.27E-05,0.00078088,3.13E-06,2.11E-05,0.003375045,0,0.000650944,0.000472576,0.000331426,2.22E-05,1.47E-05,1.65E-05,0.000365925,1.52E-05,5.77E-05,0.000398969,0.000357527,0.0003889,0.000579764,7.85E-07,9.95E-06,4.91E-05,6.31E-05,0.000555546,3.81E-06,0,0.000905736,7.70E-05,0.000905973,2.80E-05,7.46E-05,0.000196554,7.07E-06,0.000992646,0.000653395,0.000479155,2.83E-05,0.001298588,0,9.89E-05,0.000343771,0.000562795,7.70E-07,1.04E-05,0.001261374,6.67E-05,0.004121852,0,0.000856823,0.000363227,3.82E-06,0.000558436,0,6.48E-06,5.32E-06,0.001487615,8.46E-06,0.002214393,0.000167382,0.000370845,0.000342948,1.77E-05,0.000117702,3.51E-05,4.07E-06,6.26E-05,0.000772386,5.28E-05,0.000845014,0,7.57E-05,2.06E-05,5.08E-05,4.10E-05,1.10E-05,0.000102175,3.33E-05,4.93E-05,2.63E-05,1.32E-05,6.67E-06,5.01E-05,6.53E-06,3.13E-06,2.88E-07
32.332859,4.82E-06,0.000634989,0.000370228,6.64E-05,0.000109648,0.000576843,4.28E-05,7.28E-06,0.000137431,6.53E-05,0.000923742,7.08E-07,2.16E-05,0.003396894,0,0.000770266,0.000557542,0.000404674,2.46E-05,1.81E-05,1.67E-05,0.00042341,3.50E-05,6.37E-05,0.000427911,0.000424427,0.000452765,0.000673451,0,1.42E-05,5.96E-05,7.71E-05,0.000665745,2.87E-06,0,0.001089846,7.81E-05,0.001087291,3.76E-05,8.97E-05,0.000222214,2.99E-06,0.001138145,0.000773903,0.000570408,3.39E-05,0.001527177,0,0.000123811,0.000384417,0.000684428,2.71E-06,1.61E-05,0.001459451,0.000108535,0.004908581,0,0.000958942,0.000518857,5.49E-07,0.000631704,0,2.66E-05,4.75E-06,0.001764209,2.08E-05,0.002536415,0.000182884,0,0.000363152,1.63E-05,0.000117396,3.50E-05,5.15E-06,6.06E-05,0.000879933,6.24E-05,0.000934045,0,8.25E-05,2.05E-05,5.65E-05,4.37E-05,1.31E-05,0.000118506,3.68E-05,4.29E-05,2.40E-05,1.68E-05,7.58E-06,5.34E-05,8.82E-06,1.55E-06,4.48E-07
34.290001,6.30E-06,0.000738328,0.000426117,7.14E-05,0.000134997,0.000673117,5.42E-05,1.14E-05,0.000148477,5.65E-05,0.001056134,2.94E-06,2.70E-05,0.003411581,0,0.000890339,0.000664465,0.000478906,2.18E-05,2.02E-05,2.18E-05,0.000477839,1.26E-05,8.17E-05,0.000511037,0.000505401,0.000517816,0.000803645,3.07E-06,1.39E-05,6.24E-05,8.30E-05,0.000794725,3.73E-06,3.31E-06,0.001282791,7.16E-05,0.001338773,3.62E-05,0.000110305,0.000274614,8.60E-06,0.001299413,0.000903325,0.000614553,4.33E-05,0.001787531,0,0.000135749,0.00042767,0.000865722,3.07E-07,1.56E-05,0.001691165,7.90E-05,0.005831031,0,0.001171124,0.000519371,1.34E-06,0.000697246,0,1.45E-05,5.64E-06,0.002041729,3.58E-05,0.002985053,0.000219738,0.000455667,0.000355658,2.92E-05,0.000118091,3.85E-05,7.09E-06,6.83E-05,0.001015037,8.66E-05,0.001062085,0,9.57E-05,2.30E-05,5.88E-05,5.27E-05,1.33E-05,0.000117432,4.00E-05,4.86E-05,2.63E-05,2.05E-05,8.38E-06,5.33E-05,1.08E-05,1.17E-06,4.91E-07
36.455715,1.59E-06,0.000825551,0.000528976,8.49E-05,0.000153895,0.000790948,6.15E-05,9.04E-06,0.00016688,6.37E-05,0.001255968,1.81E-06,2.31E-05,0.003409772,0,0.001016591,0.000753845,0.000560675,3.09E-05,1.95E-05,1.99E-05,0.000542585,3.56E-05,8.99E-05,0.000543176,0.000607052,0.000601038,0.000946739,8.60E-07,1.60E-05,5.67E-05,9.61E-05,0.000902063,4.92E-06,3.20E-07,0.001440305,8.11E-05,0.001581599,4.47E-05,0.000126403,0.000288498,1.11E-05,0.001421924,0.001042508,0.000745562,4.91E-05,0.002127839,0,0.000165955,0.000483874,0.001029768,3.85E-07,1.75E-05,0.001900403,5.56E-05,0.006768421,0,0.001336306,0.000646137,4.48E-07,0.0008081,0,2.02E-05,4.77E-06,0.002403202,3.11E-05,0.003444844,0.000245817,0.000531085,0.000400967,2.11E-05,0.000106428,3.84E-05,1.02E-05,7.82E-05,0.001175714,0.000105013,0.001175764,0,0.000108363,2.96E-05,6.54E-05,5.26E-05,1.61E-05,0.00012476,4.30E-05,4.97E-05,2.55E-05,1.56E-05,7.41E-06,5.65E-05,1.13E-05,1.47E-06,3.04E-07
38.662853,6.62E-06,0.000916627,0.000597988,8.73E-05,0.000166666,0.00086866,6.71E-05,1.04E-05,0.000186142,7.94E-05,0.001408546,3.17E-06,2.75E-05,0.003445483,0,0.001124255,0.00084345,0.000619894,4.17E-05,2.18E-05,1.76E-05,0.00058815,3.41E-05,9.67E-05,0.00064942,0.000689434,0.00066242,0.001084747,5.28E-06,1.55E-05,8.10E-05,0.000103671,0.000992777,9.01E-06,0,0.001629992,8.86E-05,0.001810617,5.48E-05,0.000143885,0.000344823,1.47E-05,0.00151239,0.001186201,0.00077809,5.25E-05,0.002457851,0,0.000185951,0.000543182,0.001207074,8.31E-07,1.91E-05,0.002134212,8.34E-05,0.007558564,0,0.001534256,0.000668066,2.38E-07,0.000925626,0,3.69E-05,6.51E-06,0.002765337,5.30E-05,0.003973409,0.000278578,0.000567184,0.000447975,3.45E-05,9.78E-05,4.27E-05,1.00E-05,7.93E-05,0.001331353,0.000108877,0.001310477,0,0.000122037,2.67E-05,6.90E-05,5.41E-05,1.28E-05,0.000114848,4.51E-05,5.63E-05,2.37E-05,1.97E-05,7.96E-06,5.72E-05,1.17E-05,3.57E-06,5.21E-07
40.682858,1.06E-05,0.000979946,0.000643573,8.89E-05,0.000202931,0.000956998,6.46E-05,1.06E-05,0.000184152,8.27E-05,0.001610522,2.03E-06,2.70E-05,0.003460228,0,0.001210828,0.000918457,0.000675065,3.56E-05,2.34E-05,2.59E-05,0.000615229,4.67E-05,0.000127062,0.000697073,0.00075893,0.000745092,0.00121066,0,1.36E-05,8.71E-05,0.000108311,0.001077157,6.37E-06,0,0.001793921,0.000104456,0.002037807,5.94E-05,0.000161422,0.000330095,7.03E-06,0.001510672,0.001314714,0.000896261,6.21E-05,0.00272545,0,0.000208874,0.000624444,0.001402091,6.69E-07,1.89E-05,0.002288909,8.99E-05,0.008209276,0,0.001669403,0.000931814,1.73E-07,0.001026195,0,5.19E-05,6.29E-06,0.003076851,4.41E-05,0.004493075,0.000315395,0.000620672,0.000433339,2.95E-05,9.34E-05,4.20E-05,7.37E-06,0.000101386,0.001467165,0.000111722,0.001419908,0,0.000125349,3.17E-05,7.37E-05,5.75E-05,1.31E-05,0.000134208,4.97E-05,5.68E-05,2.00E-05,1.91E-05,7.24E-06,5.68E-05,1.32E-05,3.79E-06,4.55E-07
42.565712,5.59E-06,0.001007935,0.000715635,8.85E-05,0.000194641,0.001010156,7.66E-05,1.05E-05,0.000191712,7.52E-05,0.001690867,3.23E-06,2.63E-05,0.003463339,0,0.001258879,0.000936504,0.000734516,3.87E-05,2.34E-05,2.83E-05,0.000628192,3.54E-05,0.000132764,0.00074544,0.000835395,0.000752374,0.001332416,2.88E-07,1.16E-05,9.69E-05,0.000107879,0.001170617,6.97E-06,0,0.001883895,0.000121445,0.002209556,5.89E-05,0.000166311,0.000363376,1.13E-05,0.001602864,0.001403875,0.00090572,6.48E-05,0.003006404,0,0.000220018,0.000654238,0.001568729,3.79E-08,2.73E-05,0.002399445,8.98E-05,0.008557715,0,0.001818869,0.000980159,1.49E-07,0.001119379,0,4.17E-05,5.51E-06,0.003380481,7.81E-05,0.005016942,0.000345981,0.000632971,0.000436505,3.97E-05,9.31E-05,4.23E-05,7.22E-06,9.58E-05,0.001566598,0.000109379,0.001504284,0,0.000133088,2.50E-05,7.76E-05,4.78E-05,1.15E-05,0.000124487,5.35E-05,5.89E-05,2.59E-05,2.49E-05,9.21E-06,5.49E-05,1.18E-05,1.40E-06,4.36E-07
44.257141,6.85E-06,0.001015766,0.000738699,9.14E-05,0.000214398,0.001044286,7.44E-05,1.15E-05,0.000201927,9.28E-05,0.001810331,1.84E-06,2.56E-05,0.003494402,0,0.001296333,0.000997048,0.000741787,3.66E-05,2.39E-05,3.22E-05,0.000650818,4.81E-05,0.000141557,0.000759795,0.000885882,0.000759799,0.001412691,1.40E-06,1.41E-05,0.00010367,0.000110322,0.001204212,7.46E-06,0,0.001987241,0.000150431,0.002325,7.48E-05,0.000174566,0.000349494,1.10E-05,0.001552216,0.001469517,0.000922476,7.06E-05,0.003151493,0,0.000232663,0.000720876,0.001695294,6.57E-07,2.55E-05,0.002456336,8.03E-05,0.008703844,0,0.002009733,0.001055652,1.03E-06,0.001204122,0,5.41E-05,6.77E-06,0.003639656,8.50E-05,0.005396154,0.000357888,0.000680275,0.000480156,4.78E-05,9.79E-05,5.01E-05,1.61E-05,8.91E-05,0.001653362,0.000153121,0.001579371,0,0.00014136,3.15E-05,8.25E-05,5.85E-05,1.32E-05,0.000133388,5.33E-05,6.18E-05,2.69E-05,1.98E-05,9.22E-06,5.69E-05,1.05E-05,3.39E-06,4.48E-07
45.764282,4.22E-06,0.001011308,0.000752261,8.79E-05,0.000220992,0.001040146,6.49E-05,7.57E-06,0.000196326,7.86E-05,0.001841472,2.54E-06,3.15E-05,0.003445092,0,0.001299162,0.000998619,0.000760509,3.58E-05,2.39E-05,2.61E-05,0.000641589,1.94E-05,0.000151015,0.000771069,0.000908714,0.000750044,0.001463749,0,1.24E-05,9.75E-05,0.000107126,0.001197971,5.92E-06,0,0.001996223,0.000121696,0.002426934,7.10E-05,0.000175679,0.000336066,2.40E-05,0.001495665,0.001492897,0.000957012,6.71E-05,0.003330262,0,0.000240362,0.000747239,0.001805755,2.82E-07,2.10E-05,0.002462312,0.000118731,0.008670928,0,0.0020111,0.001115843,5.74E-07,0.001252158,0,4.73E-05,6.62E-06,0.003790678,6.10E-05,0.005667519,0.000372879,0.000743592,0.000496661,3.02E-05,0.000116486,4.51E-05,7.21E-06,0.000100376,0.001706637,0.000133032,0.001620422,0,0.000140768,3.62E-05,8.24E-05,6.53E-05,1.13E-05,0.000138804,5.41E-05,6.35E-05,3.07E-05,2.41E-05,8.41E-06,6.01E-05,1.20E-05,1.38E-06,7.96E-07
47.121429,1.03E-05,0.000998291,0.000766111,8.63E-05,0.00024419,0.001051884,7.29E-05,8.23E-06,0.000190584,9.25E-05,0.001889521,2.93E-06,3.57E-05,0.00345455,0,0.001308576,0.000978713,0.000770849,3.67E-05,1.96E-05,3.05E-05,0.000642189,2.50E-05,0.000151113,0.000801706,0.000925371,0.00079524,0.001523141,0,9.15E-06,0.000104211,0.000102432,0.001263684,9.47E-06,0,0.002027943,0.000130941,0.002490299,7.35E-05,0.000172203,0.000343531,1.43E-05,0.001448542,0.001510637,0.000919785,7.36E-05,0.003388883,0,0.00025579,0.00076009,0.00188796,0,2.31E-05,0.002455231,7.03E-05,0.008653919,0,0.002016255,0.001275631,5.24E-07,0.001315237,0,5.92E-05,8.35E-06,0.003987173,8.61E-05,0.005911287,0.000379431,0.000717289,0.000557002,4.80E-05,0.00010782,4.88E-05,1.00E-05,0.000109734,0.001753987,0.000145024,0.001668513,0,0.000148939,4.06E-05,8.39E-05,6.21E-05,9.65E-06,0.000138041,5.39E-05,5.97E-05,2.91E-05,2.35E-05,9.70E-06,5.67E-05,1.14E-05,4.07E-06,2.61E-07
48.291431,9.50E-06,0.000995122,0.00079096,8.75E-05,0.000231599,0.001047932,7.58E-05,1.10E-05,0.000184295,9.75E-05,0.001894254,1.34E-06,3.58E-05,0.003455126,0,0.001306384,0.000985631,0.000768217,3.66E-05,2.47E-05,3.67E-05,0.000639962,3.74E-05,0.000153451,0.000783174,0.000936458,0.000788957,0.001560401,0,1.51E-05,0.000110484,0.000100793,0.001202233,8.84E-06,0,0.002026941,0.000103255,0.002551954,7.39E-05,0.000170326,0.000328573,2.60E-05,0.001449007,0.00154014,0.000957837,7.44E-05,0.003453442,0,0.000253674,0.000781968,0.001973085,2.71E-07,2.41E-05,0.002443786,0.000100294,0.008517201,0,0.002076561,0.001334114,0,0.001401049,0,4.27E-05,7.30E-06,0.004116176,7.42E-05,0.006087372,0.00039387,0.000734498,0.000543377,2.31E-05,0.000107377,4.63E-05,1.41E-05,0.000118099,0.001785896,0.000136265,0.001702625,0,0.000151411,3.58E-05,8.29E-05,7.76E-05,8.75E-06,0.000154916,5.55E-05,5.95E-05,3.07E-05,2.03E-05,1.03E-05,5.80E-05,1.19E-05,2.09E-06,4.91E-07
49.311428,7.98E-06,0.000991071,0.000797799,8.88E-05,0.000251254,0.001070818,7.01E-05,9.46E-06,0.000187265,8.58E-05,0.001928753,3.12E-07,3.03E-05,0.003481871,0,0.001296126,0.000983681,0.000775755,4.06E-05,2.40E-05,3.55E-05,0.000637083,3.70E-05,0.000173498,0.000807196,0.000945921,0.000798527,0.001605492,0,1.89E-05,9.53E-05,9.22E-05,0.001213313,9.50E-06,0,0.00206005,0.000168578,0.002569116,7.53E-05,0.000169852,0.000310515,1.70E-05,0.001326553,0.001550062,0.000896995,7.94E-05,0.003542541,0,0.000254235,0.000818003,0.002040753,1.20E-07,2.86E-05,0.00242782,8.43E-05,0.008387784,0,0.002105434,0.001333813,0,0.00145401,0,5.05E-05,8.63E-06,0.004232158,9.38E-05,0.006316424,0.000391043,0.00070744,0.00059569,3.67E-05,0.000112383,5.06E-05,1.50E-05,0.000106567,0.001817138,0.000145539,0.001744556,0,0.000154716,3.25E-05,8.71E-05,6.73E-05,1.08E-05,0.000178665,5.52E-05,5.96E-05,3.39E-05,2.56E-05,9.55E-06,5.49E-05,1.17E-05,2.24E-06,1.12E-07
50.254292,1.33E-05,0.001004587,0.000823897,8.67E-05,0.000264483,0.001102157,7.52E-05,7.36E-06,0.000198638,9.71E-05,0.001964864,3.01E-06,3.22E-05,0.00346697,0,0.00131539,0.000997877,0.00080434,4.12E-05,2.39E-05,3.23E-05,0.000635257,5.40E-05,0.000171763,0.000836738,0.000980386,0.000770441,0.001677007,0,1.31E-05,0.000100186,9.46E-05,0.001239303,1.14E-05,0,0.002099028,0.000159961,0.002634751,8.53E-05,0.000169797,0.000304733,1.34E-05,0.001331426,0.001595644,0.000928554,7.75E-05,0.003613245,0,0.00025805,0.000866128,0.002120981,1.04E-06,2.21E-05,0.002437411,0.000121472,0.008328303,0,0.002240161,0.001305723,0,0.001509771,0,4.70E-05,7.47E-06,0.004399359,0.000100272,0.006604952,0.000413581,0.000801483,0.00060299,2.97E-05,0.000102941,4.17E-05,1.65E-05,0.000111978,0.001868255,0.000130578,0.001797273,0,0.000157651,3.36E-05,8.83E-05,6.58E-05,1.31E-05,0.000174256,5.66E-05,6.57E-05,3.48E-05,2.60E-05,1.12E-05,5.61E-05,1.27E-05,2.03E-06,7.57E-07
51.110004,8.38E-06,0.001026885,0.000857375,8.77E-05,0.000279936,0.001143054,7.49E-05,8.45E-06,0.000204809,0.000103949,0.002058819,2.17E-06,3.26E-05,0.003492658,0,0.001364554,0.001028446,0.000828555,3.77E-05,2.10E-05,3.26E-05,0.000660034,3.93E-05,0.000169578,0.000840911,0.001016746,0.000819321,0.001780914,1.82E-06,1.21E-05,0.000103735,9.95E-05,0.001234805,1.08E-05,2.82E-06,0.002178594,0.000189116,0.002716416,8.12E-05,0.000169387,0.000285221,1.02E-05,0.00130324,0.001627218,0.000897183,7.92E-05,0.003729572,0,0.000265107,0.000891596,0.00222676,1.50E-07,2.65E-05,0.002464584,0.000105104,0.008367493,0,0.002334517,0.001549753,0,0.001570546,0,5.48E-05,8.25E-06,0.004478162,7.42E-05,0.006857149,0.000439478,0.000807391,0.000655006,3.36E-05,0.000136485,4.69E-05,1.30E-05,0.000114607,0.001940134,0.000144434,0.00187187,0,0.000164865,3.64E-05,9.05E-05,6.96E-05,1.20E-05,0.00017552,5.92E-05,6.85E-05,2.83E-05,2.16E-05,8.96E-06,5.39E-05,1.10E-05,2.58E-06,7.26E-08
52.048576,7.92E-06,0.001071802,0.000945901,9.18E-05,0.000305429,0.00122706,7.99E-05,1.01E-05,0.000222952,0.000103967,0.002220081,1.45E-06,3.28E-05,0.00350927,0,0.001451055,0.001133597,0.000886119,3.96E-05,2.17E-05,3.76E-05,0.000693653,6.76E-05,0.000184461,0.0009215,0.001100896,0.000810676,0.001900567,0,1.48E-05,9.54E-05,9.70E-05,0.0012929,1.48E-05,0,0.002309154,0.000173381,0.002854947,8.82E-05,0.000174773,0.000313479,1.73E-05,0.001334514,0.001710561,0.000965977,7.97E-05,0.004006139,0,0.000288983,0.000979615,0.002352659,4.12E-07,2.75E-05,0.002544078,7.70E-05,0.008509211,0,0.002529292,0.001439142,0,0.001702865,0,5.93E-05,6.89E-06,0.00487558,0.000113652,0.007302641,0.000450117,0.000861839,0.000706599,3.60E-05,0.000132811,5.40E-05,1.26E-05,0.000115278,0.002030147,0.000168574,0.001993554,0,0.000173269,4.07E-05,9.28E-05,7.51E-05,1.10E-05,0.000187991,6.11E-05,5.89E-05,3.71E-05,2.36E-05,1.16E-05,5.72E-05,1.10E-05,1.45E-06,1.22E-06
53.022858,5.70E-06,0.001148609,0.001047068,9.66E-05,0.000330019,0.001357163,7.86E-05,1.08E-05,0.000219053,0.000118866,0.002389177,2.90E-06,3.68E-05,0.003520057,0,0.001557876,0.001184869,0.000985029,4.39E-05,2.14E-05,4.70E-05,0.000736407,5.72E-05,0.000201514,0.000980082,0.00122382,0.000896519,0.002065788,0,1.41E-05,0.000104235,9.73E-05,0.001376261,1.72E-05,0,0.002493437,0.000208126,0.003051727,9.49E-05,0.000179652,0.000319892,1.21E-05,0.001355093,0.001851867,0.000962253,8.69E-05,0.004247205,0,0.000312202,0.001083087,0.002518488,2.97E-07,2.69E-05,0.002673854,0.000162872,0.008883303,0,0.002724449,0.001664726,0,0.001850853,0,6.67E-05,8.74E-06,0.005253214,0.000116727,0.007823487,0.000496204,0.000928754,0.000787759,3.86E-05,0.000106713,4.77E-05,1.56E-05,0.000119435,0.002178956,0.000192398,0.002139039,0,0.000182461,3.76E-05,9.98E-05,7.57E-05,1.41E-05,0.000199362,6.30E-05,6.99E-05,3.55E-05,2.60E-05,1.21E-05,5.75E-05,1.11E-05,2.68E-06,5.57E-07
54.055717,9.33E-06,0.001245065,0.001232504,0.000103515,0.000383307,0.00151175,8.06E-05,7.75E-06,0.000243688,0.000128277,0.002667795,8.66E-07,3.73E-05,0.003558521,0,0.001703689,0.001306915,0.001081796,4.79E-05,2.76E-05,4.32E-05,0.000796839,6.64E-05,0.000227115,0.001048394,0.001351758,0.000999118,0.002329699,0,8.99E-06,9.65E-05,0.000101802,0.001434544,1.77E-05,0,0.002723559,0.000231419,0.003340856,0,0.000185931,0.000331406,2.43E-05,0.001453407,0.002020957,0.001035342,9.09E-05,0.004636289,0,0.000337615,0.001211859,0.002838843,0,3.02E-05,0.002823712,0.00012022,0.00936929,0,0.002938452,0.001943867,0,0.002040649,0,9.49E-05,8.04E-06,0.005733487,0.000144296,0.008664942,0.000537067,0.000943713,0.000874471,4.70E-05,0.000127392,5.34E-05,2.28E-05,0.000128193,0.002374441,0.00017988,0.002351431,0,0.000203044,4.35E-05,0.000100931,8.39E-05,1.37E-05,0.00019654,6.57E-05,7.02E-05,4.31E-05,2.62E-05,9.57E-06,5.95E-05,1.21E-05,4.76E-06,9.27E-07
55.292858,8.02E-06,0.001366165,0.001393951,0.000117028,0.000453923,0.00173181,9.97E-05,1.31E-05,0.00026652,0.000163649,0.003012689,2.34E-06,3.87E-05,0.003598832,0,0.001923619,0.001453762,0.001246374,5.86E-05,3.07E-05,4.67E-05,0.000888215,6.86E-05,0.000259303,0.001160722,0.001541984,0.001104698,0.002640923,0,1.85E-05,9.61E-05,0.000103074,0.001579654,2.12E-05,0,0.003083649,0.000122976,0.003726353,0,0.000198835,0.000339206,2.80E-05,0.001520782,0.002262353,0.001069248,0.000110293,0.005076862,0,0.000366248,0.001381661,0.003150444,0,2.98E-05,0.003065306,0.00010646,0.010055741,0,0.00338638,0.002108693,0,0.002267834,0,9.32E-05,4.86E-06,0.006361071,0.000145784,0.009591746,0.000602946,0.000984337,0.000972103,3.80E-05,0.000100615,5.56E-05,2.82E-05,0.000119268,0.002602815,0.000191007,0.002622934,0,0.000221795,4.35E-05,0.000110958,9.04E-05,1.56E-05,0.000220117,7.35E-05,7.47E-05,4.22E-05,3.27E-05,1.15E-05,5.74E-05,1.10E-05,5.02E-06,0
56.69286,8.42E-06,0.001492247,0.001642096,0.000123251,0.000520144,0.001971997,0.000107844,1.45E-05,0.000286874,0.00017948,0.003446464,8.40E-07,4.85E-05,0.003621965,0,0.002173808,0.00163132,0.001447535,5.99E-05,3.33E-05,5.77E-05,0.000972045,0.000100631,0.000280101,0.001353948,0.001776753,0.001210237,0.003037852,1.27E-06,1.68E-05,0.000114531,0.000105491,0.001724801,1.71E-05,0,0.003472167,0.000230509,0.004213954,0,0.000209266,0.000375997,2.19E-05,0.00160717,0.002510115,0.001185854,0.000100011,0.005799748,0,0.000409276,0.001531296,0.003632947,2.72E-07,3.09E-05,0.003313241,0.000192912,0.010876611,0,0.003610797,0.00215079,0,0.002637504,0,0.000114932,1.06E-05,0.007122422,0.000185859,0.010795954,0.000658205,0.001070448,0.001124829,4.84E-05,0.000108205,5.37E-05,2.89E-05,0.00014149,0.002884609,0.000242958,0.002947056,0,0.000248891,4.45E-05,0.000118958,9.23E-05,7.47E-06,0.0002301,7.87E-05,7.74E-05,5.29E-05,2.89E-05,1.14E-05,6.03E-05,1.13E-05,1.46E-06,5.33E-07
58.187141,1.29E-05,0.001613372,0.001910843,0.000132965,0.000615504,0.002280993,0.000136694,1.27E-05,0.000318012,0.000207223,0.003904643,1.43E-06,5.36E-05,0.00368071,0,0.00246211,0.001834994,0.001688487,7.36E-05,3.39E-05,8.07E-05,0.001087559,0.000104038,0.000332081,0.001498798,0.002006871,0.001470322,0.003536839,1.47E-06,8.87E-06,0.0001347,0.000114661,0.001931583,2.41E-05,0,0.003973424,0.000262377,0.004842361,0,0.000223774,0.000378325,2.86E-05,0.001772134,0.002867395,0.001299256,7.06E-05,0.006553208,0,0.000466519,0.001762142,0.004186923,0,3.73E-05,0.003643601,0.000132488,0.01179845,0,0.003954958,0.002933858,0,0.002983046,0,0.000147366,1.07E-05,0.008107159,0.000177593,0.012371113,0.00071799,0.001231159,0.001319896,4.98E-05,0.000123179,6.03E-05,3.01E-05,0.000163468,0.003228162,0.000240502,0.003317851,0,0.000283238,5.35E-05,0.000130102,0.000113794,1.60E-05,0.000253864,8.89E-05,8.25E-05,5.16E-05,3.37E-05,9.01E-06,6.35E-05,1.23E-05,3.28E-06,5.42E-07
59.798573,1.50E-05,0.001740006,0.002164088,0.000144242,0.000710681,0.00260217,0.000144103,9.60E-06,0.000364657,0.000238919,0.004457112,2.80E-06,6.12E-05,0.003700771,0,0.002775251,0.0020039,0.001934906,8.43E-05,3.83E-05,7.88E-05,0.001225271,0.000118635,0.000354857,0.001723877,0.002290532,0.001643394,0.004090258,0,2.46E-05,0.000131355,0.00011485,0.002149606,2.22E-05,0,0.004454995,0.000241506,0.005524127,0,0.000232282,0.000415779,3.11E-05,0.001913911,0.003191888,0.001388447,3.47E-05,0.007384893,0,0.000511807,0.001968412,0.00482086,0,3.73E-05,0.003982255,0.000197238,0.012717668,0,0.004304342,0.003551233,0,0.003424772,0,0.000151395,9.97E-06,0.009270238,0.000193316,0.014035904,0.000789554,0.001347076,0.001570285,4.76E-05,0.000153821,6.47E-05,3.52E-05,0.000172454,0.003567837,0.000264734,0.003749306,0,0.000305551,5.31E-05,0.000139485,0.000129931,1.68E-05,0.000257739,9.34E-05,8.46E-05,5.70E-05,3.88E-05,1.47E-05,6.24E-05,1.29E-05,2.76E-06,3.26E-07
