Last_Read_Heat_Zone_0,A_C3H4O2I_Avg,A_C2H2O3I_Avg,A_C2H4O3I_Avg,A_C3H2O3I_Avg,A_C3H4O3I_Avg,A_C2H2O4I_Avg,A_C2H4O4I_Avg,A_C4H2O3I_Avg,A_C4H4O3I_Avg,A_C4H6O3I_Avg,A_C3H4O4I_Avg,A_C2H2O5I_Avg,A_C5H4O3I_Avg,A_C4H2O4I_Avg,A_C5H6O3I_Avg,A_C4H4O4I_Avg,A_C4H6O4I_Avg,A_C3H4O5I_Avg,A_C2H3NO5I_Avg,A_C7H6O2I_Avg,A_C6H6O3I_Avg,A_C5H4O4I_Avg,A_C6H8O3I_Avg,A_C4H2O5I_Avg,A_C5H6O4I_Avg,A_C4H4O5I_Avg,A_C5H8O4I_Avg,A_C4H6O5I_Avg,A_C2H3NO6I_Avg,A_C7H6O3I_Avg,A_C6H5NO3I_Avg,A_C7H8O3I_Avg,A_C6H8O4I_Avg,A_C4H3NO5I_Avg,A_C5H5O5I_Avg,A_C5H6O5I_Avg,A_C4H4O6I_Avg,A_C5H8O5I_Avg,A_C3H3NO6I_Avg,A_C7H7NO3I_Avg,A_C7H6O4I_Avg,A_C6H5NO4I_Avg,A_C7H8O4I_Avg,A_C6H6O5I_Avg,A_C7H10O4I_Avg,A_C5H5NO5I_Avg,A_C6H8IO5_Avg,A_C4H3NO6I_Avg,A_C5H7INO5_Avg,A_C5H6O6I_Avg,A_C6H10IO5_Avg,A_C3H3NO7I_Avg,A_C7H7NO4I_Avg,A_C7H8O5I_Avg,A_C6H7NO5I_Avg,A_C7H10O5I_Avg,A_C5H5NO6I_Avg,A_C6H8IO6_Avg,A_C5H8IN2O5_Avg,A_C4H3NO7I_Avg,A_C6H10IO6_Avg,A_C4H5NO7I_Avg,A_C5H8O7I_Avg,A_C7H5NO5I_Avg,A_C7H8O6I_Avg,A_C6H7NO6I_Avg,A_C7H10O6I_Avg,A_C6H9INO6_Avg,A_C5H8IN2O6_Avg,A_C7H12IO6_Avg,A_C5H7NO7I_Avg,A_C5H10IN2O6_Avg,A_C7H6N2O5I_Avg,A_C6H5NO7I_Avg,A_C7H9NO6I_Avg,A_C7H8IO7_Avg,A_C6H7INO7_Avg,A_C7H10IO7_Avg,A_C5H5NO8I_Avg,A_C6H9INO7_Avg,A_C7H7NO7I_Avg,A_C7H9NO7I_Avg,A_C7H11INO7_Avg,A_C7H7NO8I_Avg,A_C7H10IN2O7_Avg,A_C7H9NO8I_Avg,A_C5H10IN2O9_Avg,A_C7H10IN2O8_Avg,A_C7H9NO9I_Avg,A_C6H6N2O10I_Avg,A_C7H8N2O10I_Avg,A_C7H8N2O11I_Avg,A_C6H5N3O12I_Avg,A_C7H7N3O12I_Avg
98.550011,1.49E-05,0.001469156,0.001304762,0.000207686,0.000831981,0.001872439,0.000106989,2.70E-05,0.000277389,0.000246438,0.004901569,0,0.000101655,0.00264578,0.000144384,0.005679151,0.002707003,0.002239253,7.62E-05,5.97E-05,0.000267247,0.001604055,0.000312486,0.000964543,0.003617624,0.003658029,0.002503118,0.013909106,0,0.000115232,3.03E-05,0.000241597,0.003560582,6.88E-05,4.31E-05,0.009709195,0.002615953,0.015607352,0,6.13E-05,0.000595545,4.29E-05,0.003936109,0.013407529,0.003670528,0,0.021484515,0,0.00129408,0.008991994,0.014925173,0,8.68E-05,0.015963098,0.000595012,0.036827698,0,0.009081622,0.017922059,0,0.028587744,0,0.000715167,3.46E-05,0.03267825,0.000998498,0.067627929,0.003318552,0.006388153,0.028531326,0,0.002278203,0.000264354,7.75E-05,0.000345316,0.015711999,0.000771179,0.027984455,0,0.001462805,0.000178134,0.000157941,0.000353538,2.55E-05,0.001676839,0.000320871,0.000522321,0.000553983,0.00010225,0,2.21E-06,0,5.41E-06,1.68E-06
99.879997,1.64E-05,0.001425418,0.001294001,0.000188305,0.000827387,0.001747441,0.000100034,2.10E-05,0.000280506,0.000212309,0.004695169,0,9.84E-05,0.002606035,0.000134314,0.005436026,0.002634346,0.002074156,7.35E-05,3.63E-05,0.000276017,0.001544253,0.000303619,0.000972698,0.003485745,0.003376419,0.002432352,0.013063957,0,5.58E-05,3.13E-05,0.000250684,0.003454925,6.99E-05,1.83E-05,0.009211421,0.002517315,0.014635678,0,4.63E-05,0.000623318,8.88E-05,0.003842408,0.013045432,0.003535744,0,0.020835761,0,0.001248379,0.008671709,0.01423221,0,8.43E-05,0.015402055,0.000599484,0.035221502,0,0.008880606,0.017594166,0,0.027645856,0,0.000742861,1.74E-05,0.032117587,0.001017676,0.066386439,0.003186028,0.006371975,0.028049992,0,0.002323886,0.000270303,7.44E-05,0.000336163,0.015456931,0.000796073,0.027508423,0,0.001431901,0.00017794,0.000127373,0.000346335,2.94E-05,0.001754916,0.000311899,0.000542875,0.00054184,0.000105677,0,1.60E-06,0,6.22E-06,0
101.17999,1.21E-05,0.00141662,0.001264166,0.000189136,0.00080922,0.001721308,9.86E-05,3.28E-05,0.000273446,0.000249047,0.004529348,0,9.49E-05,0.002583816,0.000119405,0.00533008,0.002573254,0.002012853,7.29E-05,6.03E-05,0.0002684,0.001534364,0.000280322,0.000979909,0.003396987,0.00328603,0.002404966,0.012523919,0,0.000102636,3.14E-05,0.000235138,0.003328718,0,3.88E-05,0.008998922,0.00235514,0.013901402,0,5.80E-05,0.000615113,4.03E-05,0.003786028,0.012475384,0.003492681,0,0.020134639,0,0.001205377,0.008261182,0.013719272,0,8.62E-05,0.014973559,0.000541981,0.03388745,0,0.008709755,0.017666072,0,0.026642971,0,0.000741183,0,0.031546231,0.001051689,0.064988136,0.003105022,0.006129465,0.027655499,0,0.002406409,0.000270349,8.08E-05,0.000328402,0.015146472,0.000756048,0.026832798,0,0.001375597,0.000173313,0.000132216,0.000345522,5.13E-06,0.001770612,0.000304716,0.00056023,0.000573329,0.000106765,0,3.44E-06,0,5.45E-06,0
102.46,1.68E-05,0.001433787,0.001246037,0.000209375,0.000812912,0.001715394,9.25E-05,2.15E-05,0.000277201,0.000167208,0.004402011,1.54E-06,0.000100018,0.002573846,9.92E-05,0.005298946,0.002542872,0.001910271,6.21E-05,8.07E-05,0.000275982,0.001556207,0.000266869,0.000978041,0.003339876,0.003340356,0.002305761,0.012142176,0,9.66E-05,2.62E-05,0.000271634,0.00319237,8.08E-05,2.95E-05,0.008828378,0.002358111,0.013367962,0,6.01E-05,0.000611138,5.39E-05,0.003746605,0.011989155,0.003336353,0,0.0196447,0,0.00117798,0.008152644,0.013110769,0,8.47E-05,0.014681145,0.000575674,0.033278093,0,0.007651025,0.017112551,0,0.025871811,0,0.000767911,1.24E-05,0.031243494,0.000823952,0.064108998,0.003045728,0.006322514,0.027849806,0,0.002509262,0.000278759,8.31E-05,0.000338651,0.015087678,0.000767959,0.026802229,0,0.001390516,0.000181232,0.000132091,0.000346406,1.00E-05,0.001753947,0.000320087,0.000569649,0.000570538,0.000111762,0,3.60E-06,0,5.84E-06,0
103.71,1.39E-05,0.001415047,0.001231584,0.000215906,0.000813382,0.001748935,8.65E-05,7.97E-06,0.000280517,0.00020692,0.004301401,0,9.39E-05,0.00263634,0.000133156,0.005320382,0.002483311,0.001803384,6.65E-05,6.88E-05,0.000284946,0.001504769,0.0002828,0.000972765,0.003277264,0.003193294,0.002275698,0.011878112,0,6.75E-05,2.51E-05,0.000281983,0.003114067,3.91E-05,3.77E-05,0.008605479,0.002304335,0.01296322,0,4.99E-05,0.000622952,5.28E-05,0.003680616,0.011808786,0.003299072,0,0.019133581,0,0.001147996,0.008054165,0.01271423,0,8.00E-05,0.014520169,0.000532401,0.032366231,0,0.007314105,0.01708206,0,0.024969187,0,0.000770817,8.81E-06,0.030919965,0.000908361,0.063042842,0.003003577,0.006205312,0.027705995,0,0.00241678,0.000284914,9.57E-05,0.000337288,0.015082482,0.00076705,0.026605282,0,0.001375661,0.000178174,0.000134188,0.000342899,9.16E-06,0.001691749,0.000313281,0.000588677,0.000629843,0.000111106,0,3.13E-06,0,6.52E-06,0
104.99001,1.25E-05,0.001417381,0.001215885,0.000230767,0.000809855,0.001670178,8.50E-05,3.16E-05,0.000290039,0.000184334,0.00418256,0,9.71E-05,0.002645211,0.000112553,0.005185842,0.002438181,0.001721131,6.85E-05,5.45E-05,0.000290303,0.001501384,0.000264559,0.000963727,0.003218973,0.003143861,0.002201558,0.011474177,0,6.91E-05,2.38E-05,0.000251383,0.003011321,7.48E-05,5.03E-05,0.008468724,0.002255094,0.012526228,0,4.90E-05,0.00063554,6.79E-05,0.003618333,0.011629729,0.003140504,0,0.018689256,0,0.001132499,0.008176232,0.012232573,0,8.08E-05,0.014181796,0.000563485,0.031424291,0,0.00755134,0.016208347,0,0.024186065,0,0.00079081,2.69E-05,0.030567732,0.00084331,0.062070835,0.002979764,0.006476074,0.027210563,0,0.002461462,0.000291515,8.23E-05,0.00033471,0.014966408,0.000750197,0.026154287,0,0.001336891,0.000187863,0.000127814,0.000327871,0,0.001651934,0.00031595,0.000610653,0.000639801,0.000113905,0,9.26E-06,0,6.35E-06,0
105.71999,1.19E-05,0.001367854,0.001204815,0.000234465,0.000792969,0.00178838,7.77E-05,2.15E-05,0.000282019,9.81E-05,0.004093346,0,9.71E-05,0.002755046,0.00010556,0.005257074,0.00240196,0.001725242,6.04E-05,4.28E-05,0.000290936,0.001515864,0.000238847,0.001108554,0.003128079,0.003118806,0.002187421,0.011324814,0,9.48E-05,2.56E-05,0.000278635,0.00292559,7.91E-05,1.58E-05,0.008410687,0.002223448,0.012051505,0,5.66E-05,0.000650359,3.25E-05,0.003613179,0.011607454,0.002985781,0,0.018198809,0,0.001109539,0.008200505,0.01169339,0,8.00E-05,0.014090472,0.000550834,0.030270534,0,0.008042724,0.016137056,0,0.023319917,0,0.000803668,1.19E-05,0.030313801,0.000879062,0.060992889,0.002900878,0.006421669,0.026494831,0,0.00246174,0.000290361,5.63E-05,0.000325608,0.015062372,0.00074896,0.026154527,0,0.001340618,0.000179779,0.000135804,0.000331012,2.34E-05,0.001649357,0.000321632,0.000626405,0.000686716,0.000117232,0,1.18E-05,0,6.00E-06,0
107.33999,1.01E-05,0.001345833,0.00117964,0.000250133,0.000801774,0.001828288,7.78E-05,1.86E-05,0.000291608,0.000135066,0.003994812,0,1.00E-04,0.002789229,8.07E-05,0.005256909,0.002349551,0.001715978,5.92E-05,3.31E-05,0.000305374,0.001541794,0.000222828,0.001112404,0.003122994,0.003116449,0.002118137,0.011061345,0,8.62E-05,2.58E-05,0.000267026,0.002827223,5.45E-05,2.87E-05,0.008255179,0.002209612,0.01156949,0,5.49E-05,0.000646454,3.39E-05,0.003532541,0.01146091,0.0029131,0,0.017849183,0,0.001078036,0.008171151,0.011330907,0,7.24E-05,0.013991173,0.000550494,0.029368827,0,0.008236556,0.015578935,0,0.022613695,0,0.000819846,1.61E-05,0.030028161,0.000938874,0.060274389,0.002885069,0.006535679,0.025946973,0,0.002484832,0.000302685,0.000103244,0.000331172,0.015004527,0.000768194,0.026074255,0,0.001297259,0.000185174,0.000135192,0.00032782,3.24E-05,0.001670848,0.000338324,0.000659864,0.000687938,0.00011824,0,9.98E-06,0,6.19E-06,0
108.92001,1.05E-05,0.001372402,0.001168042,0.00025243,0.000797617,0.001746427,7.29E-05,0,0.000290186,0.000125648,0.003918687,5.25E-06,9.40E-05,0.002798062,9.37E-05,0.005307689,0.002334646,0.001603888,6.04E-05,4.13E-05,0.000310508,0.001529174,0.000246017,0.001176647,0.003089098,0.003030376,0.00206076,0.010731839,0,8.74E-05,2.47E-05,0.000284384,0.002767778,3.16E-05,7.95E-05,0.008169452,0.002085879,0.011295382,0,5.11E-05,0.000667328,5.79E-05,0.003561867,0.011284893,0.002853653,0,0.017419357,0,0.001073588,0.008065553,0.011020403,0,7.68E-05,0.01367325,0.000534863,0.028680446,0,0.0081085,0.015353179,0,0.02184399,0,0.000817587,4.82E-06,0.029842844,0.000975465,0.059254546,0.002829443,0.006301538,0.025612041,0,0.002479548,0.00030218,0.000128375,0.000317302,0.014766799,0.000755347,0.025617596,0,0.001309077,0.000183423,0.000141673,0.000322721,1.80E-05,0.001657184,0.000311422,0.000669216,0.000716832,0.000118222,0,8.90E-06,0,5.78E-06,0
110.18001,1.28E-05,0.00132449,0.001162918,0.00025475,0.000779342,0.001804426,6.97E-05,0,0.000293517,0.000168528,0.003807935,0,9.66E-05,0.00288112,0.000124382,0.005360048,0.002275042,0.001628868,6.16E-05,3.60E-05,0.000314036,0.001530967,0.000254023,0.001217756,0.003071867,0.003008181,0.002036601,0.010540893,0,8.22E-05,2.88E-05,0.000312659,0.002700702,8.93E-05,2.52E-05,0.00817912,0.002027972,0.01097272,0,5.18E-05,0.000668271,6.95E-05,0.00353214,0.011072533,0.002847526,0,0.017029665,0,0.001046079,0.007947577,0.010740517,0,7.58E-05,0.013592332,0.000513509,0.028121119,0,0.007860974,0.015686175,0,0.021079006,0,0.000837781,1.58E-05,0.029554959,0.000855278,0.058156483,0.00280973,0.006095472,0.025360305,0,0.002487857,0.000299498,8.62E-05,0.000311949,0.014902587,0.000744579,0.025490832,0,0.001292419,0.000191959,0.000129851,0.00031365,1.80E-05,0.00174525,0.000323258,0.000679267,0.000706802,0.000117752,0,4.62E-06,0,7.84E-06,1.46E-06
111.42001,1.39E-05,0.001338017,0.0011346,0.000271578,0.000771782,0.001846577,6.55E-05,4.91E-06,0.000287348,4.95E-05,0.003723484,0,9.76E-05,0.002956431,0.000110844,0.005407936,0.002216517,0.001618681,5.96E-05,3.38E-05,0.000302584,0.00157192,0.000209958,0.001236589,0.002992763,0.003003986,0.001953403,0.010390024,0,7.60E-05,2.59E-05,0.000281906,0.00257997,8.89E-05,2.87E-05,0.008338613,0.002040235,0.010527367,0,3.85E-05,0.000681552,7.60E-05,0.003423946,0.011231606,0.002636663,0,0.01651467,0,0.001011106,0.008398553,0.010070756,0,7.71E-05,0.013499191,0.000552744,0.026720811,0,0.009622816,0.014455913,0,0.020318205,0,0.000832565,3.10E-05,0.029161533,0.000856176,0.056897178,0.002825594,0.006402032,0.023767684,0,0.002492952,0.000313886,0.000144852,0.000311666,0.014885691,0.000736701,0.025037076,0,0.001325995,0.000190299,0.000149365,0.000304677,2.46E-05,0.001634255,0.000329839,0.000698208,0.000761744,0.000117685,0,1.79E-05,0,5.41E-06,0
113.12001,1.30E-05,0.001296787,0.001111801,0.000269799,0.000757191,0.001812198,6.57E-05,1.81E-05,0.00028383,5.17E-05,0.003582211,0,0.00010026,0.002981981,7.89E-05,0.00539131,0.002174469,0.001513935,5.51E-05,5.14E-05,0.000317561,0.001577011,0.000216047,0.001304448,0.002893076,0.00296123,0.001859296,0.010083553,0,7.09E-05,2.42E-05,0.000289,0.00245766,7.76E-05,4.94E-05,0.00809176,0.002012207,0.010139646,0,5.25E-05,0.000687308,8.94E-05,0.003377143,0.010871951,0.002486653,0,0.015996585,0,0.000987121,0.008139738,0.009689249,0,7.40E-05,0.013086808,0.000552265,0.025879279,0,0.009579992,0.013911356,0,0.019485556,0,0.000836108,1.52E-05,0.02863485,0.000861128,0.055454548,0.002718393,0.006450914,0.022933662,0,0.002484909,0.000315512,8.49E-05,0.000314695,0.014520031,0.00072409,0.024247041,0,0.001272852,0.000184032,0.000165043,0.000287589,2.51E-05,0.001524929,0.000306301,0.000714073,0.000761398,0.000119426,0,4.95E-06,0,6.44E-06,0
114.52,8.46E-06,0.001244041,0.001101485,0.00027905,0.000752148,0.001815238,6.40E-05,8.02E-07,0.000288171,6.31E-05,0.00350043,0,0.000101165,0.002909925,9.66E-05,0.005414664,0.002112401,0.001504316,5.24E-05,2.82E-05,0.0003113,0.001562181,0.000195032,0.001299564,0.002870152,0.002866268,0.001797075,0.00972303,0,5.16E-05,2.87E-05,0.000290959,0.002387167,6.94E-05,4.96E-05,0.007963509,0.001961088,0.009687831,0,5.10E-05,0.00069371,4.93E-05,0.003325068,0.010720238,0.002382429,0,0.015529542,0,0.000956321,0.007981265,0.009201871,0,6.99E-05,0.012735794,0.000528341,0.025069889,0,0.009225021,0.013479458,0,0.018684674,0,0.000829411,0,0.028169945,0.001072779,0.05417845,0.002581765,0.006315283,0.022239707,0,0.002429714,0.000323657,0.000122465,0.000311103,0.014207158,0.000706313,0.023708183,0,0.001231966,0.000188135,0.000198768,0.000278798,1.33E-05,0.001476621,0.000317362,0.00072183,0.000761506,0.000120333,0,1.49E-05,0,7.64E-06,0
115.92001,7.48E-06,0.001253834,0.001065401,0.000293421,0.00073351,0.001858089,5.71E-05,0,0.000287481,3.27E-05,0.00335791,0,9.27E-05,0.002914178,7.46E-05,0.005393977,0.002061024,0.001450906,5.20E-05,5.95E-05,0.000319545,0.001527477,0.000202917,0.001297799,0.002831554,0.002859133,0.00171295,0.009442896,0,5.86E-05,2.18E-05,0.000296238,0.002294016,5.92E-05,5.33E-05,0.007868356,0.001932739,0.009421993,0,4.94E-05,0.000680301,5.46E-05,0.003281702,0.010725127,0.002300585,0,0.015076174,0,0.000924247,0.007911624,0.008901833,0,6.93E-05,0.012668042,0.000570028,0.023985924,0,0.01008797,0.01309539,0,0.018037124,0,0.000815079,4.75E-06,0.027710252,0.000961428,0.052849494,0.002570963,0.006123421,0.021544324,0,0.002408659,0.00031694,0.00011324,0.000298351,0.014054626,0.000720837,0.023262596,0,0.001214268,0.000185337,0.000168909,0.000266291,4.55E-05,0.001447099,0.000307314,0.000739265,0.00075285,0.000118373,0,2.24E-05,0,9.16E-06,0
117.32,8.48E-06,0.001210184,0.001047474,0.000305185,0.000708313,0.001805362,5.50E-05,1.48E-05,0.000287377,8.18E-05,0.003242451,0,9.69E-05,0.002965829,7.65E-05,0.005353806,0.002008334,0.001421994,5.26E-05,4.61E-05,0.000309465,0.00151539,0.000180134,0.001217454,0.002758488,0.002714816,0.0016768,0.009112354,0,6.68E-05,2.48E-05,0.000280278,0.002188554,3.56E-05,3.04E-05,0.007771123,0.001829668,0.009165728,0,5.14E-05,0.000682897,0,0.003232018,0.010175164,0.002257655,0,0.014507997,0,0.000898369,0.00757972,0.008463583,0,6.79E-05,0.012316342,0.000537108,0.023387592,0,0.008230731,0.012858106,0,0.01723131,0,0.000793856,2.63E-05,0.026988406,0.000953005,0.051255301,0.002483929,0.00590919,0.021268213,0,0.002344196,0.000317033,0.000113208,0.000296983,0.013736204,0.000722874,0.022373941,0,0.001155861,0.000178402,0.000162207,0.000273257,3.72E-05,0.001500072,0.000299998,0.000724666,0.000780548,0.000113729,0,1.37E-05,0,7.60E-06,0
118.70001,7.80E-06,0.001164679,0.001046415,0.000281051,0.000711224,0.001837101,5.61E-05,1.76E-05,0.000280883,5.61E-05,0.003175005,8.62E-06,9.58E-05,0.003075285,7.53E-05,0.005387132,0.001991716,0.001375286,4.97E-05,3.91E-05,0.000319491,0.001470548,0.000188343,0.00127195,0.002744755,0.002712269,0.001634397,0.008907387,0,6.67E-05,2.78E-05,0.000334748,0.002165008,6.88E-05,3.11E-05,0.00751491,0.00180021,0.008893237,0,4.43E-05,0.000686941,5.25E-05,0.003182841,0.009996823,0.002205495,0,0.014107907,0,0.000870473,0.007409976,0.008182586,0,7.00E-05,0.012010459,0.000507318,0.022703726,0,0.008504345,0.012668228,0,0.016624197,0,0.000785019,2.23E-05,0.026543703,0.000846725,0.049931299,0.002418793,0.005718042,0.020377545,0,0.002357963,0.000323045,0.000126647,0.000290908,0.013466494,0.00068478,0.021808848,0,0.001141608,0.000181655,0.000143819,0.000258344,1.05E-05,0.001502002,0.000299678,0.000738993,0.000773422,0.000116976,0,1.25E-05,0,8.75E-06,0
120.07999,6.15E-06,0.001179569,0.001026059,0.000316012,0.000694124,0.001873001,5.54E-05,2.69E-05,0.000280536,0,0.003065551,0,9.12E-05,0.003063344,6.36E-05,0.005370098,0.001934625,0.001369034,4.63E-05,4.68E-05,0.000317671,0.001516507,0.000180696,0.001316302,0.002682434,0.002636,0.001558238,0.008508727,0,5.02E-05,2.58E-05,0.000316439,0.002049107,4.45E-05,7.23E-05,0.007442494,0.001764178,0.008485159,0,4.66E-05,0.00069817,3.96E-05,0.003122691,0.009813486,0.002091844,0,0.013664382,0,0.000852145,0.007234191,0.00781911,0,6.75E-05,0.011808114,0.000502827,0.021852199,0,0.008121156,0.012075243,0,0.015988644,0,0.000785768,1.20E-05,0.025959497,0.000977316,0.048530828,0.002318849,0.005611455,0.020052526,0,0.002314989,0.000319977,9.75E-05,0.000287643,0.01314687,0.000676346,0.02115212,0,0.001103508,0.000179061,0.000150731,0.000251056,2.54E-05,0.001469236,0.000295112,0.000741028,0.000761911,0.000117082,0,1.62E-05,0,7.74E-06,0
121.44,7.62E-06,0.001157229,0.001011107,0.000320039,0.000682473,0.001858892,4.53E-05,0,0.000283267,7.09E-05,0.002968729,0,9.58E-05,0.003089426,5.90E-05,0.005418442,0.001893739,0.001324709,4.63E-05,1.14E-05,0.000313206,0.001500413,0.00017847,0.001227336,0.002656763,0.002638962,0.001525144,0.008258337,0,2.89E-05,2.60E-05,0.000327948,0.00201777,4.83E-05,3.96E-05,0.007230131,0.001720521,0.008280162,0,4.66E-05,0.000686249,4.37E-05,0.003092527,0.009631491,0.001965146,0,0.01319999,0,0.000817409,0.006980169,0.007467256,0,6.61E-05,0.011559343,0.000498942,0.021300841,0,0.007585773,0.011773431,0,0.015303471,0,0.00076895,1.84E-05,0.025428928,0.0008764,0.047187135,0.002291348,0.005513798,0.019498643,0,0.002232689,0.000325024,0.000129526,0.000273322,0.012833409,0.000686917,0.020603267,0,0.001065164,0.000176072,0.000159158,0.0002381,3.87E-05,0.001393672,0.00029303,0.000746047,0.000769551,0.000112905,0,1.61E-05,3.99E-07,8.09E-06,0
122.88,7.76E-06,0.001094737,0.001000711,0.000326982,0.000673008,0.001889522,4.88E-05,0,0.000273489,2.93E-05,0.002867247,1.43E-05,9.75E-05,0.003131036,4.31E-05,0.005407323,0.001867263,0.001253694,4.53E-05,2.61E-05,0.000319265,0.001467696,0.000169731,0.001258614,0.002574221,0.002599669,0.001440125,0.008099342,0,7.35E-05,2.59E-05,0.000364377,0.001922465,2.77E-05,3.63E-05,0.007165325,0.001681651,0.008158229,0,4.64E-05,0.000666569,2.75E-05,0.00299218,0.009567468,0.001867968,0,0.012840718,0,0.000798795,0.007116856,0.007077934,0,6.82E-05,0.011393954,0.000519781,0.020606022,0,0.00842218,0.010931164,0,0.014737302,0,0.000770369,9.77E-06,0.024892021,0.000885543,0.045905698,0.002319702,0.005569234,0.018721173,0,0.002300336,0.000327347,0.000115916,0.000277926,0.012777455,0.000684389,0.020075189,0,0.001060951,0.000172538,0.00014889,0.000231485,3.30E-05,0.001339677,0.000292124,0.000767359,0.000763004,0.000114895,0,2.31E-05,0,1.01E-05,0
124.28001,5.45E-06,0.001111576,0.000997031,0.000350009,0.000664899,0.001877891,4.92E-05,4.51E-06,0.000279973,3.27E-05,0.002779119,1.37E-05,9.54E-05,0.003146269,3.94E-05,0.005515893,0.001838076,0.001205712,4.20E-05,3.66E-05,0.000313975,0.001495781,0.000160557,0.001250483,0.002525807,0.002553043,0.001397355,0.007761574,0,7.15E-05,2.40E-05,0.000375459,0.001863358,2.59E-05,2.70E-05,0.007057436,0.001666548,0.007887498,0,3.84E-05,0.000683169,4.66E-05,0.002996913,0.009338287,0.001751286,0,0.012467763,0,0.000788182,0.006715209,0.006798105,0,6.64E-05,0.011273344,0.000531948,0.020171866,0,0.007249787,0.010725363,0,0.014233513,0,0.00075616,9.44E-06,0.0244544,0.000831406,0.044640966,0.002193842,0.005525192,0.018828833,0,0.002225668,0.000329506,0.000133837,0.000262612,0.012512093,0.000689304,0.019538259,0,0.001042176,0.000177323,0.000176747,0.000232842,2.08E-05,0.00129951,0.000279294,0.000767734,0.000765803,0.000114312,0,2.16E-05,0,9.91E-06,0
125.37,9.16E-06,0.001099555,0.000991017,0.000341126,0.000649417,0.0018608,4.64E-05,1.28E-06,0.000277941,5.66E-05,0.002700079,0,9.63E-05,0.003258639,3.19E-05,0.005519964,0.001810077,0.001174529,4.40E-05,3.71E-05,0.000327774,0.001471172,0.000173232,0.001169152,0.002531728,0.002416716,0.00138574,0.007580285,0,9.62E-05,2.68E-05,0.000370992,0.001830774,5.68E-05,4.07E-05,0.006981077,0.001595868,0.00760663,0,5.43E-05,0.000671649,7.66E-05,0.002933867,0.008953749,0.001740903,0,0.012090849,0,0.000761023,0.006627798,0.006478864,0,6.51E-05,0.0109999,0.000476688,0.019572709,0,0.007171786,0.010541786,0,0.013731916,0,0.00079788,2.95E-05,0.023980904,0.000718779,0.043330789,0.002168051,0.005239272,0.018190349,0,0.002147082,0.000332629,0.000105682,0.000272966,0.0121674,0.000672672,0.018917905,0,0.00101071,0.000173594,0.000152634,0.000226038,3.62E-05,0.001251687,0.00028586,0.000768557,0.000767068,0.000110978,0,2.08E-05,0,8.63E-06,0
126.94999,9.05E-06,0.001056214,0.00097113,0.000331857,0.000634746,0.001918847,4.34E-05,0,0.000280666,9.91E-05,0.002614352,0,9.62E-05,0.003232835,5.46E-05,0.005474274,0.00177095,0.001151121,3.82E-05,3.31E-05,0.000317059,0.001453806,0.000154248,0.001159806,0.002460274,0.00239733,0.001306493,0.007268573,0,7.66E-05,2.60E-05,0.000330968,0.001767249,9.07E-05,3.23E-05,0.006676802,0.001588837,0.007434763,0,3.94E-05,0.000697396,1.96E-05,0.002921404,0.008836012,0.00165524,0,0.011712041,0,0.000734167,0.006269021,0.006257032,0,6.17E-05,0.010701949,0.000470369,0.01898223,0,0.005970938,0.010345018,0,0.013181374,0,0.00080585,2.40E-05,0.023404052,0.000755563,0.04203929,0.002123649,0.005008994,0.017776817,0,0.002148985,0.000326431,0.000115666,0.000263103,0.011883602,0.000654207,0.018283969,0,0.000967953,0.000169631,0.000109519,0.000216133,3.19E-05,0.001326946,0.000281011,0.000773494,0.000764717,0.000114972,0,3.07E-05,0,1.11E-05,0
128.32001,5.35E-06,0.001045829,0.000957709,0.000361259,0.000628305,0.001835052,3.73E-05,0,0.000274287,4.12E-05,0.00250256,1.03E-05,9.32E-05,0.003287099,3.91E-05,0.005522025,0.001724972,0.001085701,4.02E-05,6.95E-07,0.000320835,0.001486481,0.000150582,0.001110804,0.002426919,0.002413034,0.001272144,0.006962363,0,7.94E-05,2.45E-05,0.000344463,0.001722952,3.02E-05,3.23E-05,0.006683147,0.001520715,0.007269601,0,4.46E-05,0.000683025,4.37E-05,0.002896217,0.008546619,0.00161303,0,0.011313108,0,0.000719841,0.006228446,0.005987387,0,6.48E-05,0.010555832,0.000467137,0.018312644,0,0.005971337,0.010149954,0,0.012659988,0,0.000844794,1.71E-05,0.022829115,0.000668225,0.040695343,0.00203026,0.00489773,0.017273409,0,0.002111922,0.000332714,0.000112773,0.000255248,0.011649566,0.000642208,0.017695727,0,0.000946321,0.000176439,0.000104529,0.000209416,1.62E-05,0.001238803,0.000269891,0.000767632,0.000753814,0.000111262,0,2.82E-05,0,9.14E-06,0
