Last_Read_Heat_Zone_0,A_C3H4O2I_Avg,A_C2H2O3I_Avg,A_C2H4O3I_Avg,A_C3H2O3I_Avg,A_C3H4O3I_Avg,A_C2H2O4I_Avg,A_C2H4O4I_Avg,A_C4H2O3I_Avg,A_C4H4O3I_Avg,A_C4H6O3I_Avg,A_C3H4O4I_Avg,A_C2H2O5I_Avg,A_C5H4O3I_Avg,A_C4H2O4I_Avg,A_C5H6O3I_Avg,A_C4H4O4I_Avg,A_C4H6O4I_Avg,A_C3H4O5I_Avg,A_C2H3NO5I_Avg,A_C7H6O2I_Avg,A_C6H6O3I_Avg,A_C5H4O4I_Avg,A_C6H8O3I_Avg,A_C4H2O5I_Avg,A_C5H6O4I_Avg,A_C4H4O5I_Avg,A_C5H8O4I_Avg,A_C4H6O5I_Avg,A_C2H3NO6I_Avg,A_C7H6O3I_Avg,A_C6H5NO3I_Avg,A_C7H8O3I_Avg,A_C6H8O4I_Avg,A_C4H3NO5I_Avg,A_C5H5O5I_Avg,A_C5H6O5I_Avg,A_C4H4O6I_Avg,A_C5H8O5I_Avg,A_C3H3NO6I_Avg,A_C7H7NO3I_Avg,A_C7H6O4I_Avg,A_C6H5NO4I_Avg,A_C7H8O4I_Avg,A_C6H6O5I_Avg,A_C7H10O4I_Avg,A_C5H5NO5I_Avg,A_C6H8IO5_Avg,A_C4H3NO6I_Avg,A_C5H7INO5_Avg,A_C5H6O6I_Avg,A_C6H10IO5_Avg,A_C3H3NO7I_Avg,A_C7H7NO4I_Avg,A_C7H8O5I_Avg,A_C6H7NO5I_Avg,A_C7H10O5I_Avg,A_C5H5NO6I_Avg,A_C6H8IO6_Avg,A_C5H8IN2O5_Avg,A_C4H3NO7I_Avg,A_C6H10IO6_Avg,A_C4H5NO7I_Avg,A_C5H8O7I_Avg,A_C7H5NO5I_Avg,A_C7H8O6I_Avg,A_C6H7NO6I_Avg,A_C7H10O6I_Avg,A_C6H9INO6_Avg,A_C5H8IN2O6_Avg,A_C7H12IO6_Avg,A_C5H7NO7I_Avg,A_C5H10IN2O6_Avg,A_C7H6N2O5I_Avg,A_C6H5NO7I_Avg,A_C7H9NO6I_Avg,A_C7H8IO7_Avg,A_C6H7INO7_Avg,A_C7H10IO7_Avg,A_C5H5NO8I_Avg,A_C6H9INO7_Avg,A_C7H7NO7I_Avg,A_C7H9NO7I_Avg,A_C7H11INO7_Avg,A_C7H7NO8I_Avg,A_C7H10IN2O7_Avg,A_C7H9NO8I_Avg,A_C5H10IN2O9_Avg,A_C7H10IN2O8_Avg,A_C7H9NO9I_Avg,A_C6H6N2O10I_Avg,A_C7H8N2O10I_Avg,A_C7H8N2O11I_Avg,A_C6H5N3O12I_Avg,A_C7H7N3O12I_Avg
31.360001,7.22E-06,0.000752843,0.00063603,8.50E-05,0.000147714,0.000737258,7.67E-05,1.29E-06,0.000157824,7.88E-05,0.001674531,0,2.32E-05,0.00288837,0,0.001244418,0.001017985,0.00060093,2.75E-05,2.65E-05,2.86E-05,0.000420269,6.91E-05,5.40E-05,0.000836239,0.000587442,0.00089763,0.00106707,1.23E-06,2.00E-05,2.27E-05,0.000149212,0.001485328,0,0,0.001500115,3.38E-05,0.002024106,5.12E-05,3.01E-05,0.000308229,1.79E-05,0.002180817,0.001071051,0.001227962,3.46E-05,0.002658052,0,0.000191731,0.000448011,0.001238207,7.38E-07,1.30E-05,0.002508458,9.31E-05,0.009560412,0,0.001131937,0.000679868,0,0.000914635,0,3.92E-05,6.45E-06,0.002372492,4.88E-05,0.004019396,0.000272821,0.000486661,0.000363892,1.84E-05,0.000140793,3.44E-05,4.25E-06,5.74E-05,0.000961179,7.58E-05,0.001235067,0,0.000100074,2.16E-05,4.48E-05,4.22E-05,1.52E-05,8.82E-05,3.23E-05,5.01E-05,2.81E-05,1.12E-05,7.03E-07,4.22E-05,6.10E-06,2.38E-06,0
33.360001,8.13E-06,0.000868902,0.000796987,9.09E-05,0.000183804,0.000885069,9.12E-05,9.96E-06,0.000184652,0.000105402,0.002062629,3.21E-06,2.63E-05,0.002818986,0,0.001488906,0.001222267,0.000718157,3.12E-05,2.84E-05,3.20E-05,0.000470365,8.65E-05,2.95E-05,0.000992384,0.000767462,0.001042103,0.001250859,4.29E-07,3.12E-05,2.80E-05,0.000156056,0.001760877,0,0,0.001808892,3.60E-05,0.002500146,6.55E-05,3.84E-05,0.000361301,2.86E-05,0.002495434,0.001318792,0.001439689,3.97E-05,0.003220276,0,0.000226683,0.000493081,0.001531418,0,1.51E-05,0.002936243,0.000101885,0.011476897,0,0.000984321,0.000899497,0,0.001049096,0,3.91E-05,6.70E-06,0.002839782,6.19E-05,0.004769228,0.000313675,0.000559871,0.000385992,1.37E-05,8.91E-05,3.52E-05,5.53E-06,6.67E-05,0.001115967,8.90E-05,0.001425988,0,0.000103136,2.46E-05,5.37E-05,4.19E-05,1.93E-05,9.93E-05,3.65E-05,5.40E-05,2.82E-05,1.28E-05,6.27E-06,4.11E-05,6.90E-06,1.68E-06,1.95E-06
35.490002,8.49E-06,0.001046354,0.000988047,0.000100625,0.000217305,0.001118276,0.000100587,8.91E-06,0.000205775,0.000131486,0.002486687,0,2.93E-05,0.002845222,0,0.001750178,0.001434886,0.000857993,3.65E-05,3.46E-05,3.99E-05,0.000537289,9.56E-05,4.91E-05,0.001171815,0.000960946,0.00120472,0.001579924,1.12E-06,2.18E-05,3.20E-05,0.000173874,0.002068497,0,0,0.002260521,3.69E-05,0.003111599,7.83E-05,4.14E-05,0.000403776,1.53E-05,0.002810186,0.001585618,0.001690313,5.26E-05,0.003871952,0,0.000271885,0.000553505,0.001914967,0,1.71E-05,0.003445047,0.000124898,0.013746647,0,0.00135522,0.001131014,0,0.00121148,0,5.00E-05,6.21E-06,0.003385075,0,0.005706041,0.000377442,0.000617766,0.000450128,2.69E-05,6.19E-05,3.84E-05,3.60E-06,7.63E-05,0.001365731,0.000102238,0.001642664,0,0.000123987,2.42E-05,5.43E-05,4.76E-05,1.53E-05,9.93E-05,3.77E-05,5.51E-05,3.61E-05,1.37E-05,3.57E-06,4.25E-05,8.63E-06,2.05E-06,8.08E-07
37.68,9.15E-06,0.001189525,0.001168636,0.000109395,0.000256072,0.001329438,0.000113614,0,0.000223254,0.000136855,0.002949325,0,3.15E-05,0.002876142,0,0.002042519,0.001644809,0.001010296,4.37E-05,3.65E-05,4.22E-05,0.000641823,0.000104768,6.39E-05,0.001328638,0.001134876,0.001337593,0.001839935,1.87E-06,3.28E-05,3.82E-05,0.000198775,0.002358733,0,0,0.002656742,2.50E-05,0.003746202,3.95E-05,5.19E-05,0.00043514,2.39E-06,0.002992051,0.001916237,0.001906496,6.16E-05,0.00454678,0,0.000309558,0.000696722,0.002285272,0,1.67E-05,0.004039707,0.00015025,0.015861258,0,0.001670543,0.001250567,0,0.001395599,0,5.92E-05,1.18E-05,0.00394995,9.73E-05,0.006688993,0.000437113,0.000685842,0.000497728,3.10E-05,7.11E-05,4.02E-05,0,8.16E-05,0.001559257,0.000116554,0.001902907,0,0.00014584,2.44E-05,6.26E-05,5.01E-05,1.10E-05,0.00011197,3.55E-05,5.87E-05,1.37E-05,1.63E-05,4.34E-06,4.31E-05,7.09E-06,1.90E-06,2.76E-06
39.790005,9.97E-06,0.00129728,0.001325789,0.000112936,0.000287141,0.001439992,0.000123127,1.65E-05,0.000243508,0.000163839,0.003340476,1.11E-06,3.12E-05,0.002826097,0,0.002275537,0.001792483,0.001168132,4.55E-05,3.55E-05,4.48E-05,0.00067215,0.000118179,0.000109008,0.001489521,0.00133289,0.001438515,0.002127794,1.21E-06,2.24E-05,3.38E-05,0.000196784,0.002612542,0,0,0.003011324,1.04E-05,0.00438622,0,5.22E-05,0.000453392,1.22E-05,0.003162195,0.00213505,0.002102358,9.37E-05,0.005149882,0,0.000349088,0.000770033,0.002704611,0,1.88E-05,0.004515156,0.000157613,0.017625971,0,0.002051398,0.001478456,0,0.001580878,0,6.95E-05,4.62E-06,0.00451264,7.79E-05,0.007685476,0.000508442,0.000772077,0.000506958,2.60E-05,4.54E-05,4.39E-05,1.24E-05,8.87E-05,0.001762789,0.000135195,0.002138327,0,0.000168447,2.71E-05,6.77E-05,5.33E-05,9.18E-06,0.000115391,4.00E-05,6.08E-05,2.41E-05,1.63E-05,6.72E-06,4.29E-05,9.99E-06,2.41E-06,0
41.530003,1.05E-05,0.001389344,0.001464389,0.000115306,0.000317378,0.001581474,0.000125124,5.86E-06,0.000257249,0.000182997,0.003689998,0,3.86E-05,0.002844132,6.63E-06,0.002494807,0.00190591,0.001307397,4.90E-05,4.05E-05,4.92E-05,0.000749861,0.000121193,0.000112138,0.001613956,0.001600818,0.001505359,0.002395982,6.43E-07,3.20E-05,4.06E-05,0.000195563,0.002828318,3.47E-06,0,0.00329411,2.49E-05,0.005035002,0,5.73E-05,0.000476056,2.09E-05,0.003207777,0.00239413,0.002263682,9.74E-05,0.005712686,0,0.000383579,0.000878994,0.0031227,0,2.24E-05,0.004943618,0.000157353,0.018982401,0,0.002503158,0.001641542,0,0.001762695,0,8.00E-05,1.80E-06,0.005057101,0.000114251,0.00862362,0.000572028,0.00083753,0.000546738,3.84E-05,0.000101441,4.39E-05,5.28E-06,9.77E-05,0.001996946,0.000150729,0.002400815,0,0.000194177,2.91E-05,6.70E-05,5.26E-05,1.36E-05,0.000125023,4.83E-05,6.56E-05,3.10E-05,1.66E-05,4.06E-07,4.17E-05,9.09E-06,2.98E-06,2.02E-06
43.420002,1.07E-05,0.001414882,0.001554782,0.000117752,0.000340902,0.001722518,0.000137436,1.17E-05,0.000266912,0.000208292,0.003921994,0,3.82E-05,0.002854134,5.85E-06,0.002634829,0.001966447,0.001371495,5.36E-05,3.37E-05,5.02E-05,0.000722388,0.000137537,0.000139265,0.001722947,0.001630797,0.00154435,0.002646183,1.26E-06,4.02E-05,3.39E-05,0.000201204,0.002981731,0,0,0.003443907,1.72E-06,0.005498005,0,5.52E-05,0.000466087,0,0.003215369,0.002572402,0.002363583,0,0.006123992,0,0.000408179,0.000895044,0.003460502,0,2.12E-05,0.005239015,0.000170262,0.019801075,0,0.002659214,0.001893947,0,0.001930459,0,8.92E-05,9.20E-07,0.005493746,0.000116238,0.009435592,0.000611678,0.000864288,0.000689838,3.15E-05,0.000112802,4.40E-05,0,0.000105482,0.002175629,0.000155432,0.002531271,0,0.000206431,2.95E-05,7.76E-05,5.42E-05,1.90E-05,0.000135567,5.07E-05,6.78E-05,3.46E-05,1.72E-05,7.94E-06,4.23E-05,7.72E-06,1.90E-06,3.21E-06
45.010002,1.19E-05,0.001405324,0.001620146,0.00011077,0.000356726,0.001676673,0.000133488,7.82E-06,0.00026302,0.00019726,0.004042557,0,3.77E-05,0.002809329,8.14E-06,0.002626499,0.001987083,0.001433185,5.26E-05,4.54E-05,5.71E-05,0.000735068,0.000129403,0.000125794,0.001782587,0.001690354,0.001532901,0.002752152,9.76E-07,3.85E-05,3.82E-05,0.000209262,0.003036551,0,0,0.003465273,1.69E-05,0.005790693,0,5.62E-05,0.000453568,1.87E-05,0.003148008,0.002709871,0.002426883,0,0.00636485,0,0.000424898,0.000956086,0.003725933,0,2.29E-05,0.005309988,0.000168048,0.020040318,0,0.002472797,0.001955223,0,0.002066909,0,8.66E-05,1.82E-06,0.005834769,6.70E-05,0.010047588,0.000638119,0.000877545,0.000717723,4.05E-05,0.000128857,4.69E-05,0,0.000108882,0.002281376,0.000162709,0.00267406,0,0.000202472,3.15E-05,7.60E-05,6.00E-05,9.23E-06,0.000145197,5.30E-05,6.75E-05,3.28E-05,1.77E-05,9.60E-06,4.20E-05,8.21E-06,2.43E-06,0
46.370003,1.01E-05,0.001388768,0.00166196,0.000109625,0.000363416,0.001710083,0.000130136,6.50E-06,0.000268257,0.000213832,0.00411695,0,3.65E-05,0.002795723,4.77E-06,0.002655107,0.001980437,0.001441582,5.52E-05,4.07E-05,5.67E-05,0.000762439,0.000137734,0.000105055,0.001818238,0.001710185,0.001518933,0.002829771,1.23E-06,3.03E-05,3.95E-05,0.000199827,0.003070911,0,0,0.003566671,1.38E-05,0.006031973,0,5.75E-05,0.000431892,2.00E-05,0.003054816,0.002677769,0.002412591,0,0.006575682,0,0.000431756,0.000950462,0.003940849,0,2.58E-05,0.005415981,0.000183012,0.020085422,0,0.002426905,0.002020543,0,0.002215944,0,9.41E-05,1.47E-06,0.006070685,0,0.01062978,0.000678614,0.000952064,0.000727702,3.94E-05,8.99E-05,4.84E-05,0,0.000104151,0.002385977,0.000169912,0.002779091,0,0.000222873,2.97E-05,8.03E-05,6.67E-05,0,0.000160291,5.33E-05,7.03E-05,4.68E-05,1.70E-05,1.30E-05,4.11E-05,5.65E-06,2.31E-06,0
47.600002,1.09E-05,0.001368311,0.001719574,0.000108805,0.000385577,0.001738016,0.000127827,1.54E-05,0.000273404,0.000229058,0.004141976,5.05E-06,3.94E-05,0.002753915,3.72E-06,0.002666978,0.00195969,0.001461195,5.48E-05,4.04E-05,5.79E-05,0.000741778,0.000133763,0.000120356,0.001822017,0.001734718,0.001498797,0.002941233,4.04E-07,2.62E-05,2.85E-05,0.000174314,0.003080493,0,0,0.003603241,4.09E-06,0.006192504,0,5.56E-05,0.000426442,2.48E-05,0.002969877,0.002684158,0.002465345,0,0.006699981,0,0.0004409,0.000964514,0.004132856,0,2.33E-05,0.005392931,0.00018001,0.019749831,0,0.002674751,0.002224673,0,0.002307662,0,9.93E-05,8.21E-06,0.006333809,0.000100232,0.01103269,0.000679933,0.000956408,0.000790222,4.36E-05,5.51E-05,4.95E-05,1.55E-05,0.000111012,0.002436421,0.000175296,0.002832337,0,0.000198411,3.06E-05,8.68E-05,6.67E-05,1.00E-05,0.000159375,5.41E-05,6.95E-05,3.93E-05,1.72E-05,9.66E-06,4.16E-05,1.13E-05,1.90E-06,0
48.649998,1.16E-05,0.001366291,0.001788981,1.00E-04,0.000403952,0.001771872,0.000126504,1.47E-05,0.000278344,0.000242618,0.004234937,0,4.29E-05,0.002775527,8.98E-07,0.002670003,0.001958305,0.001479472,5.46E-05,3.95E-05,6.18E-05,0.000768539,0.000137537,0.000161071,0.001858894,0.001831466,0.0014686,0.003008437,2.18E-06,3.96E-05,3.69E-05,0.000200407,0.003065586,0,0,0.003599613,1.50E-05,0.006322911,0,4.25E-05,0.000399759,3.47E-05,0.002890895,0.002829467,0.002451845,0,0.006847153,0,0.000453751,0.00107517,0.004333391,0,2.58E-05,0.005344995,0.000175248,0.019390216,0,0.002813969,0.002205591,0,0.002433091,0,0.000108339,1.01E-05,0.006568017,0,0.011507285,0.000697673,0.000978795,0.000840397,3.85E-05,0,4.80E-05,1.87E-05,0.000113802,0.002526993,0.000179173,0.002900174,0,0.000212126,3.34E-05,8.34E-05,6.33E-05,1.85E-06,0.000167338,5.39E-05,7.26E-05,4.46E-05,1.71E-05,7.16E-06,4.01E-05,6.06E-06,2.70E-06,0
49.620003,1.30E-05,0.001346121,0.001880372,0.000110102,0.000428232,0.001813253,0.000127254,1.13E-05,0.000285736,0.000209319,0.004293297,0,4.10E-05,0.002757667,7.72E-06,0.002662858,0.002003218,0.001494707,5.87E-05,3.73E-05,5.96E-05,0.000780988,0.000134072,0.000191454,0.001883207,0.001837336,0.001489349,0.003138659,1.21E-06,4.47E-05,3.03E-05,0.000162497,0.003101601,0,0,0.003723931,1.15E-05,0.006438898,0,4.59E-05,0.000387811,0,0.002857097,0.00291388,0.002474619,0,0.006993429,0,0.000458501,0.001148055,0.004502493,0,2.40E-05,0.005333279,0.000171768,0.01880727,0,0.003464359,0.002477514,0,0.002558032,0,0.000103368,9.81E-06,0.006801329,0.000196177,0.0119584,0.000781841,0.000990558,0.000872662,3.29E-05,0.00012418,4.86E-05,3.23E-05,0.000112579,0.0025652,0.000180714,0.002993115,0,0.000208761,3.22E-05,8.30E-05,7.05E-05,1.31E-05,0.000175284,5.61E-05,7.11E-05,3.60E-05,1.93E-05,9.26E-06,4.08E-05,7.61E-06,1.99E-06,5.31E-07
50.529999,1.11E-05,0.001385588,0.002007752,9.91E-05,0.000454881,0.001884961,0.000126756,1.37E-05,0.000299878,0.000245891,0.004507749,0,4.41E-05,0.002755631,1.28E-05,0.002695523,0.002057429,0.001564747,5.73E-05,3.63E-05,6.73E-05,0.000807551,0.00014021,0.000205764,0.001934428,0.001857082,0.001536652,0.003263553,7.21E-07,3.20E-05,3.62E-05,0.000163885,0.003129164,1.19E-05,2.66E-06,0.003775387,1.10E-05,0.00654809,0,4.89E-05,0.000393724,3.79E-05,0.002826965,0.002918302,0.002466863,0,0.007227373,0,0.00047323,0.001313118,0.004713148,0,2.48E-05,0.005389264,0.00017795,0.018553469,0,0.003512387,0.002580606,0,0.002699541,0,0.000118804,4.84E-06,0.007113196,0.000122397,0.012539258,0.000775603,0.001050677,0.000855761,4.08E-05,0.000202488,4.92E-05,2.33E-06,0.000113749,0.002641948,0.000194521,0.003083136,0,0.000237842,3.34E-05,8.82E-05,6.85E-05,6.94E-06,0.000178969,5.37E-05,7.48E-05,2.15E-05,1.99E-05,1.30E-05,4.08E-05,4.52E-06,2.92E-06,0
51.289997,1.32E-05,0.001475151,0.002222161,0.000106291,0.000514863,0.001997167,0.000133704,9.02E-06,0.00031603,0.000270577,0.0048359,0,5.00E-05,0.002779286,9.55E-06,0.002905187,0.002193427,0.00164571,6.38E-05,3.33E-05,6.96E-05,0.000848839,0.000168224,0.00024437,0.002056423,0.002114817,0.00157528,0.003524375,5.99E-07,3.75E-05,3.22E-05,0.000158362,0.003251299,0,0,0.004027647,2.35E-05,0.006917862,0,4.87E-05,0.000397216,3.27E-05,0.002896948,0.003299392,0.002544439,0,0.007611829,0,0.000492429,0.001458725,0.00506848,0,2.61E-05,0.00551479,0.000185762,0.018914819,0,0.003626889,0.002753091,0,0.002874545,0,0.000119868,1.04E-05,0.007578442,0.000154279,0.013365523,0.000731396,0.001077256,0.000990038,3.87E-05,0,4.98E-05,1.16E-05,0.000123684,0.002807508,0.000196699,0.003240411,0,0.00025286,3.66E-05,9.30E-05,6.86E-05,6.49E-06,0.000192723,5.94E-05,7.64E-05,3.69E-05,1.96E-05,3.59E-06,4.34E-05,2.10E-06,2.48E-06,0
52.400005,1.68E-05,0.001548338,0.002513939,0.000114363,0.000576039,0.002267089,0.000146701,0,0.000350489,0.000293703,0.005313216,0,4.85E-05,0.00280307,4.70E-05,0.003119304,0.00238927,0.001769426,6.30E-05,4.40E-05,7.87E-05,0.000856579,0.000185223,0.000216165,0.002228245,0.002260132,0.001750605,0.00387399,6.51E-07,0,3.37E-05,0.000165062,0.003435299,0,0,0.004363945,1.42E-05,0.007545365,0,5.02E-05,0.000404924,0,0.003036126,0.003567349,0.002685316,0,0.008228984,0,0.00052986,0.00152178,0.005549517,0,2.70E-05,0.005871159,0.00020551,0.019899119,0,0.004003954,0.003031042,0,0.00315813,0,0.000132289,8.29E-06,0.00821343,0.000128217,0.014434035,0.000799213,0.001131511,0.001061603,3.47E-05,0.000102867,5.49E-05,1.86E-05,0.000125077,0.003030213,0.000211955,0.003552316,0,0.000279675,3.78E-05,9.76E-05,7.57E-05,1.46E-05,0.000209088,6.45E-05,8.09E-05,5.39E-05,2.17E-05,6.33E-06,4.04E-05,1.17E-05,2.70E-06,0
53.450001,1.49E-05,0.001666644,0.00285698,0.000122083,0.000676767,0.002515383,0.00015297,3.15E-06,0.000392447,0.000352426,0.006079631,4.35E-06,6.06E-05,0.002789263,8.35E-05,0.003473508,0.002675737,0.002055209,7.56E-05,4.71E-05,8.74E-05,0.000988084,0.000219174,0.00027685,0.00249681,0.002486614,0.00196849,0.004477425,3.25E-07,4.61E-05,3.47E-05,0.000193319,0.003739812,0,0,0.004867582,3.07E-05,0.008470929,0,5.26E-05,0.000433347,0,0.003259098,0.003863539,0.002943314,0,0.009088681,0,0.000587219,0.001664243,0.006259344,0,2.94E-05,0.006297439,0.000241198,0.021464461,0,0.004469816,0.003408221,0,0.003523076,0,0.000152853,9.96E-06,0.009162553,0.000193356,0.016030572,0.000866737,0.001229022,0.001253839,3.93E-05,4.03E-05,5.89E-05,1.32E-05,0.000133995,0.003327921,0.000240733,0.00396293,0,0.000307702,3.91E-05,0.000107099,7.95E-05,4.21E-06,0.000208409,7.29E-05,8.49E-05,6.02E-05,2.18E-05,1.18E-05,4.24E-05,8.06E-06,2.39E-06,0
54.690002,2.08E-05,0.001846221,0.003309549,0.000135263,0.000789744,0.002932297,0.000170878,8.77E-06,0.000441557,0.000442733,0.007023596,0,6.36E-05,0.002791613,0.000138833,0.003925524,0.003046928,0.002391115,8.77E-05,5.19E-05,0.000106592,0.001048903,0.000246043,0.000232698,0.002828408,0.002909223,0.002234394,0.005249374,4.26E-07,1.59E-05,3.60E-05,0.000199912,0.00417854,0,0,0.005561343,0,0.009911954,0,5.12E-05,0.000449287,0,0.003541314,0.004358134,0.003279415,0,0.010287864,0,0.000648089,0.001930976,0.007199334,0,3.17E-05,0.007069652,0.000239864,0.023820525,0,0.005026334,0.003993166,0,0.004037337,0,0.000168462,1.23E-05,0.010432983,0.000164489,0.01814636,0.000975821,0.00136053,0.001564606,4.16E-05,0.000114876,6.28E-05,1.24E-05,0.000144618,0.003723179,0.000247009,0.00456422,0,0.000349241,4.19E-05,0.000125431,8.32E-05,5.36E-06,0.000247334,7.14E-05,8.72E-05,6.62E-05,2.25E-05,6.30E-06,3.49E-05,7.78E-06,3.47E-06,0
55.98,2.25E-05,0.001989262,0.003750904,0.000134187,0.00092043,0.003389678,0.000189629,0,0.00048972,0.000483069,0.008140146,0,7.40E-05,0.002824614,0.000204465,0.004518395,0.003449248,0.002792477,0.000101842,4.36E-05,0.000120207,0.001244584,0.000273226,0.000306557,0.003285419,0.003371286,0.002562176,0.00614941,6.67E-07,3.45E-05,3.83E-05,0.000204329,0.004679323,0,0,0.006425379,0,0.011634163,0,6.25E-05,0.00048783,2.86E-05,0.00388763,0.004945678,0.003667885,0,0.011774813,0,0.000746654,0.002142877,0.008387748,0,3.49E-05,0.007841766,0.000222954,0.026162323,0,0.005597613,0.004806013,0,0.004696478,0,0.00020408,1.42E-05,0.012010249,0.000204087,0.020803567,0.001135884,0.001504198,0.001833612,5.14E-05,0.000147194,6.79E-05,3.01E-05,0.00015788,0.004241381,0.000278709,0.005157179,0,0.000370933,4.58E-05,0.000132682,9.25E-05,1.65E-05,0.000284738,8.38E-05,9.78E-05,7.88E-05,2.46E-05,9.22E-06,3.66E-05,1.92E-06,2.73E-06,0
57.5,2.32E-05,0.002104763,0.0040853,0.000140765,0.00104529,0.003753925,0.000212065,3.49E-07,0.000538152,0.000561539,0.009289621,0,8.58E-05,0.002746513,0.000244671,0.00518677,0.003856242,0.003338066,0.000112674,6.57E-05,0.000138251,0.001401538,0.00031237,0.00039899,0.003771999,0.00389165,0.002873273,0.007323826,2.09E-07,4.79E-05,3.91E-05,0.000193571,0.005184824,0,0,0.007421316,1.14E-05,0.013642255,0,6.54E-05,0.00051634,6.24E-05,0.004230865,0.00574605,0.004084257,0,0.013480408,0,0.000831506,0.002672018,0.009803468,0,4.21E-05,0.008688466,0.000258786,0.028716974,0,0.006789019,0.005424229,0,0.005475272,0,0.00022583,7.70E-06,0.013890047,0.00043672,0.023862347,0.001274581,0.001680046,0.002121202,5.32E-05,0.000118305,7.06E-05,3.30E-05,0.000171173,0.004716938,0.000318445,0.005869237,0,0.000421527,4.93E-05,0.000152584,0.000109281,1.25E-05,0.00031246,9.80E-05,0.000107345,8.43E-05,2.96E-05,5.57E-06,3.11E-05,1.99E-06,2.43E-06,0
59.079998,2.54E-05,0.002244527,0.004337163,0.000148976,0.001171452,0.004134043,0.00021847,0,0.000571902,0.000548045,0.010447393,0,9.75E-05,0.002622898,0.000326385,0.005851432,0.004238526,0.003846384,0.000129855,7.11E-05,0.000155407,0.001577493,0.000347288,0.000392117,0.004292156,0.004383519,0.003230335,0.008663915,0,7.02E-05,4.56E-05,0.000217422,0.005735624,0,0,0.008494093,0,0.015926372,0,6.15E-05,0.000544406,9.65E-06,0.004624922,0.006451475,0.004537511,0,0.015433417,0,0.00094653,0.0031126,0.01136869,0,4.04E-05,0.009826633,0.0003082,0.032033958,0,0.007410244,0.006437835,0,0.006441276,0,0.000275562,2.14E-05,0.016060596,0.000482117,0.02744415,0.001445763,0.001883376,0.002650095,3.26E-05,3.39E-06,7.77E-05,2.69E-05,0.000190895,0.00530096,0.000349905,0.006864917,0,0.00049739,5.74E-05,0.000177016,0.000125179,1.68E-05,0.000358755,9.66E-05,0.00011476,9.03E-05,3.21E-05,2.23E-06,2.81E-05,0,2.78E-06,0
60.700001,2.83E-05,0.002273595,0.004478732,0.000147622,0.001275036,0.004200955,0.000241368,2.03E-05,0.000601316,0.000571561,0.011440529,0,0.000112308,0.002596877,0.000364358,0.006525699,0.004563245,0.004413411,0.000150287,8.19E-05,0.000181695,0.001701976,0.000375754,0.000437496,0.004796716,0.004872317,0.003502043,0.01014376,4.11E-07,5.51E-05,4.47E-05,0.000257801,0.00620507,0,0,0.009442892,0,0.018464116,0,5.40E-05,0.000583205,4.74E-05,0.004955024,0.007140417,0.004977085,0,0.017449159,0,0.001045863,0.003277827,0.013072465,0,4.70E-05,0.010803439,0.000333024,0.035323132,0,0.008173947,0.007239177,0,0.007555132,0,0.00030582,2.31E-05,0.018342663,0.00046619,0.031373121,0.00158927,0.00212279,0.003285648,0,0.000250448,8.64E-05,2.06E-05,0.000214647,0.005934063,0.000386998,0.007758216,0,0.000551437,5.81E-05,0.000176181,0.000131295,2.97E-05,0.000392579,0.000119457,0.000120878,0.000101393,3.50E-05,0,2.69E-05,2.75E-06,3.32E-06,0
62.390003,2.80E-05,0.00231631,0.004432968,0.000158556,0.00136054,0.00442197,0.000248832,1.69E-05,0.000610275,0.000669527,0.012099957,0,0.000114477,0.002559108,0.000362383,0.007183825,0.004735932,0.004927098,0.00016704,9.15E-05,0.000195638,0.001822852,0.000411548,0.000446248,0.005284702,0.005310944,0.003763268,0.011848358,0,7.33E-05,4.52E-05,0.000264684,0.006607966,0,0,0.010619676,0,0.021032335,0,7.46E-05,0.000587347,1.85E-05,0.005185286,0.008137059,0.005357135,0,0.019406764,0,0.001158379,0.003800588,0.01474793,0,5.11E-05,0.011783473,0.000363734,0.037927486,0,0.00929876,0.008390411,0,0.008780507,0,0.000367132,1.11E-05,0.020668231,0.000558454,0.035222579,0.001811349,0.002366424,0.003920381,0,0.00020125,9.32E-05,2.53E-05,0.000230143,0.006613911,0.000434452,0.008877464,0,0.000646279,7.18E-05,0.000209369,0.000142325,2.65E-05,0.00045227,0.000128709,0.000136736,0.000110086,3.99E-05,4.64E-06,2.91E-05,9.06E-06,3.36E-06,2.62E-06
64.07,2.84E-05,0.002256672,0.00426985,0.000166092,0.001407098,0.004490739,0.000248899,1.22E-05,0.000592006,0.00061035,0.01245984,0,0.000126176,0.002525356,0.000413425,0.007591362,0.004809664,0.005335039,0.000177366,9.78E-05,0.000209691,0.00189719,0.000421169,0.000530605,0.005636015,0.005609878,0.003901862,0.013240573,4.38E-07,7.33E-05,4.65E-05,0.000260677,0.006855697,0,0,0.011214356,1.13E-05,0.023065327,0,6.01E-05,0.000600415,4.47E-05,0.00532824,0.008821273,0.005659127,0,0.02094524,0,0.001236843,0.004221633,0.016116932,0,5.94E-05,0.012637491,0.00041744,0.040410992,0,0.009920686,0.009345441,0,0.010014222,0,0.000399362,1.88E-05,0.022637583,0.000622909,0.038743991,0.001964095,0.002553979,0.004457612,0,0.000183257,0.000100617,9.04E-06,0.000247909,0.007104665,0.000444342,0.009868887,0,0.000651631,7.33E-05,0.000236754,0.000165254,6.35E-06,0.000500411,0.000127942,0.000145959,0.0001199,4.19E-05,3.48E-06,2.41E-05,3.34E-06,3.39E-06,0
